,econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle,lrgen,lrecon,galtan,party_id,party_id,party_id,party_id
2041,2.0,3.0,2.0,9.0,8.0,2.0,3.0,3.0,6.0,201.0,201.0,201.0,201.0
2042,4.0,6.0,3.0,7.0,7.0,4.0,4.0,4.0,6.0,201.0,201.0,201.0,201.0
2043,4.0,4.0,3.0,6.0,7.0,3.0,4.0,4.0,6.0,201.0,201.0,201.0,201.0
2044,5.0,4.0,3.0,6.0,7.0,4.0,3.0,3.0,2.0,201.0,201.0,201.0,201.0
2045,4.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,4.0,201.0,201.0,201.0,201.0
2046,6.0,1.0,6.0,1.0,2.0,0.0,6.0,6.0,0.0,202.0,202.0,202.0,202.0
2047,5.0,8.0,4.0,1.0,1.0,0.0,4.0,5.0,1.0,202.0,202.0,202.0,202.0
2048,5.0,2.0,5.0,2.0,1.0,1.0,5.0,5.0,2.0,202.0,202.0,202.0,202.0
2049,7.0,2.0,7.0,2.0,0.0,1.0,4.0,6.0,1.0,202.0,202.0,202.0,202.0
2050,,2.0,5.0,2.0,1.0,1.0,6.0,6.0,2.0,202.0,202.0,202.0,202.0
2051,6.0,0.0,5.0,1.0,1.0,0.0,5.0,5.0,1.0,202.0,202.0,202.0,202.0
2052,5.0,2.0,5.0,2.0,3.0,1.0,5.0,6.0,0.0,202.0,202.0,202.0,202.0
2053,2.0,8.0,5.0,2.0,2.0,0.0,5.0,5.0,1.0,202.0,202.0,202.0,202.0
2054,5.0,4.0,6.0,4.0,4.0,4.0,5.0,6.0,4.0,202.0,202.0,202.0,202.0
2055,6.0,4.0,5.0,5.0,2.0,4.0,5.0,6.0,2.0,202.0,202.0,202.0,202.0
2056,6.0,5.0,4.0,3.0,2.0,0.0,5.0,5.0,0.0,202.0,202.0,202.0,202.0
2057,5.0,3.0,5.0,3.0,5.0,1.0,5.0,6.0,1.0,202.0,202.0,202.0,202.0
2058,6.0,7.0,4.0,4.0,3.0,2.0,6.0,6.0,3.0,202.0,202.0,202.0,202.0
2059,6.0,3.0,6.0,1.0,1.0,1.0,5.0,6.0,1.0,202.0,202.0,202.0,202.0
2060,6.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,203.0,203.0,203.0,203.0
2061,,8.0,7.0,7.0,7.0,5.0,7.0,8.0,6.0,203.0,203.0,203.0,203.0
2062,7.0,6.0,8.0,8.0,7.0,5.0,7.0,7.0,8.0,203.0,203.0,203.0,203.0
2063,3.0,5.0,7.0,5.0,9.0,2.0,7.0,8.0,5.0,203.0,203.0,203.0,203.0
2064,7.0,5.0,8.0,7.0,8.0,5.0,5.0,8.0,8.0,203.0,203.0,203.0,203.0
2065,7.0,5.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,203.0,203.0,203.0,203.0
2066,7.0,6.0,7.0,9.0,8.0,3.0,7.0,8.0,7.0,203.0,203.0,203.0,203.0
2067,7.0,5.0,6.0,8.0,7.0,5.0,7.0,7.0,3.0,203.0,203.0,203.0,203.0
2068,6.0,6.0,8.0,9.0,8.0,2.0,8.0,8.0,8.0,203.0,203.0,203.0,203.0
2069,6.0,5.0,8.0,7.0,8.0,3.0,8.0,8.0,4.0,203.0,203.0,203.0,203.0
2070,7.0,4.0,7.0,7.0,7.0,5.0,7.0,8.0,6.0,203.0,203.0,203.0,203.0
2071,6.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,203.0,203.0,203.0,203.0
2072,6.0,5.0,7.0,6.0,8.0,1.0,8.0,7.0,2.0,203.0,203.0,203.0,203.0
2073,7.0,6.0,7.0,8.0,8.0,4.0,8.0,8.0,7.0,203.0,203.0,203.0,203.0
2074,2.0,2.0,2.0,4.0,5.0,1.0,3.0,3.0,1.0,206.0,206.0,206.0,206.0
2075,1.0,2.0,3.0,5.0,5.0,0.0,3.0,3.0,1.0,206.0,206.0,206.0,206.0
2076,5.0,3.0,3.0,5.0,6.0,3.0,3.0,3.0,2.0,206.0,206.0,206.0,206.0
2077,,8.0,1.0,2.0,5.0,0.0,2.0,2.0,3.0,206.0,206.0,206.0,206.0
2078,3.0,1.0,2.0,3.0,7.0,3.0,2.0,1.0,5.0,206.0,206.0,206.0,206.0
2079,,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,206.0,206.0,206.0,206.0
2080,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,206.0,206.0,206.0,206.0
2081,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,206.0,206.0,206.0,206.0
2082,1.0,2.0,2.0,4.0,5.0,0.0,2.0,2.0,4.0,206.0,206.0,206.0,206.0
2083,10.0,4.0,1.0,5.0,4.0,0.0,3.0,3.0,2.0,206.0,206.0,206.0,206.0
2084,3.0,8.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,206.0,206.0,206.0,206.0
2085,3.0,8.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,206.0,206.0,206.0,206.0
2086,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,206.0,206.0,206.0,206.0
2087,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,206.0,206.0,206.0,206.0
2088,4.0,6.0,6.0,6.0,9.0,1.0,6.0,7.0,6.0,211.0,211.0,211.0,211.0
2089,6.0,6.0,6.0,7.0,6.0,5.0,6.0,7.0,6.0,211.0,211.0,211.0,211.0
2090,7.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,211.0,211.0,211.0,211.0
2091,6.0,9.0,7.0,7.0,8.0,3.0,5.0,6.0,9.0,211.0,211.0,211.0,211.0
2092,7.0,6.0,7.0,6.0,8.0,0.0,7.0,7.0,1.0,211.0,211.0,211.0,211.0
2093,4.0,6.0,6.0,8.0,8.0,1.0,7.0,7.0,7.0,211.0,211.0,211.0,211.0
2094,6.0,6.0,5.0,6.0,7.0,4.0,7.0,7.0,2.0,211.0,211.0,211.0,211.0
2095,7.0,3.0,6.0,8.0,8.0,4.0,7.0,6.0,5.0,211.0,211.0,211.0,211.0
2096,7.0,7.0,7.0,8.0,8.0,5.0,7.0,7.0,6.0,211.0,211.0,211.0,211.0
2097,6.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,5.0,211.0,211.0,211.0,211.0
2098,7.0,5.0,6.0,7.0,8.0,2.0,6.0,7.0,5.0,211.0,211.0,211.0,211.0
2099,,8.0,8.0,7.0,8.0,5.0,8.0,8.0,6.0,211.0,211.0,211.0,211.0
2100,6.0,5.0,7.0,6.0,6.0,3.0,7.0,7.0,6.0,211.0,211.0,211.0,211.0
2101,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,211.0,211.0,211.0,211.0
2102,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,213.0,213.0,213.0,213.0
2103,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,213.0,213.0,213.0,213.0
2104,0.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,213.0,213.0,213.0,213.0
2105,0.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,213.0,213.0,213.0,213.0
2106,0.0,9.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,213.0,213.0,213.0,213.0
2107,4.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,213.0,213.0,213.0,213.0
2108,10.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,213.0,213.0,213.0,213.0
2109,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,213.0,213.0,213.0,213.0
2110,0.0,3.0,2.0,5.0,3.0,0.0,2.0,2.0,0.0,213.0,213.0,213.0,213.0
2111,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,213.0,213.0,213.0,213.0
2112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,213.0,213.0,213.0,213.0
2113,,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,213.0,213.0,213.0,213.0
2114,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,213.0,213.0,213.0,213.0
2115,1.0,8.0,1.0,4.0,6.0,2.0,2.0,2.0,3.0,213.0,213.0,213.0,213.0
2116,4.0,6.0,3.0,8.0,9.0,6.0,8.0,4.0,8.0,215.0,215.0,215.0,215.0
2117,5.0,7.0,5.0,8.0,9.0,2.0,7.0,4.0,5.0,215.0,215.0,215.0,215.0
2118,5.0,9.0,5.0,9.0,9.0,9.0,9.0,5.0,9.0,215.0,215.0,215.0,215.0
2119,5.0,7.0,5.0,9.0,9.0,6.0,7.0,5.0,9.0,215.0,215.0,215.0,215.0
2120,3.0,5.0,3.0,10.0,9.0,4.0,7.0,4.0,10.0,215.0,215.0,215.0,215.0
2121,7.0,1.0,5.0,9.0,9.0,6.0,8.0,5.0,8.0,215.0,215.0,215.0,215.0
2122,,10.0,3.0,9.0,9.0,5.0,8.0,3.0,10.0,215.0,215.0,215.0,215.0
2123,3.0,4.0,3.0,9.0,9.0,2.0,6.0,4.0,9.0,215.0,215.0,215.0,215.0
2124,6.0,7.0,4.0,9.0,8.0,5.0,4.0,3.0,3.0,215.0,215.0,215.0,215.0
2125,6.0,8.0,3.0,10.0,10.0,4.0,8.0,4.0,8.0,215.0,215.0,215.0,215.0
2126,5.0,7.0,6.0,8.0,7.0,6.0,7.0,5.0,8.0,215.0,215.0,215.0,215.0
2127,5.0,8.0,5.0,9.0,9.0,6.0,5.0,5.0,8.0,215.0,215.0,215.0,215.0
2128,,9.0,5.0,10.0,10.0,10.0,7.0,5.0,10.0,215.0,215.0,215.0,215.0
2129,5.0,7.0,6.0,8.0,10.0,5.0,6.0,6.0,7.0,215.0,215.0,215.0,215.0
2130,10.0,9.0,10.0,1.0,8.0,0.0,7.0,8.0,5.0,218.0,218.0,218.0,218.0
2131,2.0,8.0,9.0,1.0,9.0,4.0,8.0,9.0,8.0,218.0,218.0,218.0,218.0
2132,9.0,4.0,9.0,1.0,4.0,0.0,8.0,9.0,3.0,218.0,218.0,218.0,218.0
2133,9.0,7.0,9.0,5.0,5.0,3.0,8.0,9.0,4.0,218.0,218.0,218.0,218.0
2134,7.0,7.0,7.0,6.0,5.0,5.0,7.0,8.0,5.0,218.0,218.0,218.0,218.0
2135,,9.0,10.0,7.0,8.0,5.0,9.0,9.0,6.0,218.0,218.0,218.0,218.0
2136,9.0,1.0,9.0,7.0,6.0,3.0,7.0,9.0,4.0,218.0,218.0,218.0,218.0
2137,9.0,6.0,8.0,5.0,7.0,0.0,8.0,8.0,2.0,218.0,218.0,218.0,218.0
2138,9.0,10.0,9.0,4.0,5.0,3.0,9.0,9.0,4.0,218.0,218.0,218.0,218.0
2139,9.0,7.0,9.0,5.0,7.0,3.0,8.0,9.0,1.0,218.0,218.0,218.0,218.0
2140,9.0,8.0,10.0,8.0,8.0,5.0,9.0,9.0,5.0,218.0,218.0,218.0,218.0
2141,10.0,8.0,10.0,2.0,7.0,2.0,8.0,9.0,0.0,218.0,218.0,218.0,218.0
2142,8.0,4.0,9.0,3.0,1.0,1.0,8.0,8.0,3.0,218.0,218.0,218.0,218.0
2143,8.0,7.0,9.0,6.0,8.0,3.0,8.0,9.0,4.0,218.0,218.0,218.0,218.0
2144,1.0,10.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,219.0,219.0,219.0,219.0
2145,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,219.0,219.0,219.0,219.0
2146,3.0,0.0,3.0,2.0,1.0,0.0,2.0,4.0,1.0,219.0,219.0,219.0,219.0
2147,4.0,8.0,3.0,3.0,2.0,0.0,3.0,4.0,2.0,219.0,219.0,219.0,219.0
2148,,0.0,,,3.0,0.0,3.0,5.0,0.0,219.0,219.0,219.0,219.0
2149,,0.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,219.0,219.0,219.0,219.0
2150,2.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,219.0,219.0,219.0,219.0
2151,2.0,0.0,3.0,2.0,1.0,0.0,2.0,3.0,0.0,219.0,219.0,219.0,219.0
2152,4.0,0.0,3.0,6.0,3.0,4.0,2.0,2.0,3.0,219.0,219.0,219.0,219.0
2153,9.0,0.0,4.0,3.0,2.0,0.0,2.0,3.0,0.0,219.0,219.0,219.0,219.0
2154,5.0,0.0,4.0,3.0,3.0,0.0,4.0,4.0,0.0,219.0,219.0,219.0,219.0
2155,2.0,0.0,2.0,0.0,1.0,1.0,4.0,3.0,2.0,219.0,219.0,219.0,219.0
2156,2.0,0.0,3.0,4.0,3.0,0.0,3.0,3.0,0.0,219.0,219.0,219.0,219.0
2157,3.0,10.0,2.0,3.0,3.0,0.0,2.0,4.0,1.0,219.0,219.0,219.0,219.0
2158,9.0,0.0,9.0,10.0,10.0,8.0,9.0,9.0,9.0,220.0,220.0,220.0,220.0
2159,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,220.0,220.0,220.0,220.0
2160,10.0,3.0,9.0,8.0,10.0,6.0,9.0,8.0,9.0,220.0,220.0,220.0,220.0
2161,10.0,10.0,10.0,,10.0,,10.0,9.0,10.0,220.0,220.0,220.0,220.0
2162,9.0,8.0,10.0,9.0,10.0,6.0,9.0,9.0,10.0,220.0,220.0,220.0,220.0
2163,8.0,7.0,7.0,7.0,8.0,5.0,7.0,6.0,3.0,220.0,220.0,220.0,220.0
2164,2.0,8.0,8.0,10.0,10.0,5.0,9.0,9.0,10.0,220.0,220.0,220.0,220.0
2165,,8.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,220.0,220.0,220.0,220.0
2166,8.0,7.0,8.0,8.0,10.0,,8.0,7.0,,220.0,220.0,220.0,220.0
2167,8.0,,10.0,8.0,10.0,,9.0,10.0,6.0,220.0,220.0,220.0,220.0
2168,9.0,8.0,9.0,,10.0,4.0,10.0,9.0,4.0,220.0,220.0,220.0,220.0
2169,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,9.0,220.0,220.0,220.0,220.0
2170,9.0,9.0,9.0,10.0,10.0,6.0,9.0,9.0,9.0,220.0,220.0,220.0,220.0
2171,8.0,3.0,8.0,9.0,10.0,3.0,9.0,8.0,10.0,220.0,220.0,220.0,220.0
2172,1.0,1.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,1401.0,1401.0,1401.0,1401.0
2173,0.0,0.0,0.0,2.0,2.0,0.0,3.0,4.0,2.0,1401.0,1401.0,1401.0,1401.0
2174,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,1401.0,1401.0,1401.0,1401.0
2175,3.0,,3.0,4.0,4.0,4.0,3.0,3.0,5.0,1401.0,1401.0,1401.0,1401.0
2176,1.0,9.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1401.0,1401.0,1401.0,1401.0
2177,1.0,3.0,2.0,5.0,5.0,1.0,4.0,4.0,4.0,1401.0,1401.0,1401.0,1401.0
2178,2.0,6.0,1.0,4.0,4.0,5.0,3.0,3.0,5.0,1401.0,1401.0,1401.0,1401.0
2179,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,1401.0,1401.0,1401.0,1401.0
2180,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1401.0,1401.0,1401.0,1401.0
2181,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1401.0,1401.0,1401.0,1401.0
2182,4.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1401.0,1401.0,1401.0,1401.0
2183,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,1401.0,1401.0,1401.0,1401.0
2184,3.0,4.0,2.0,5.0,6.0,3.0,3.0,3.0,3.0,1401.0,1401.0,1401.0,1401.0
2185,2.0,4.0,0.0,6.0,5.0,2.0,3.0,3.0,4.0,1401.0,1401.0,1401.0,1401.0
2186,7.0,5.0,6.0,6.0,3.0,4.0,7.0,7.0,5.0,1402.0,1402.0,1402.0,1402.0
2187,10.0,7.0,10.0,6.0,3.0,4.0,9.0,9.0,4.0,1402.0,1402.0,1402.0,1402.0
2188,7.0,5.0,6.0,5.0,4.0,3.0,7.0,8.0,5.0,1402.0,1402.0,1402.0,1402.0
2189,7.0,6.0,6.0,6.0,5.0,5.0,7.0,7.0,5.0,1402.0,1402.0,1402.0,1402.0
2190,10.0,5.0,10.0,9.0,2.0,4.0,9.0,10.0,2.0,1402.0,1402.0,1402.0,1402.0
2191,5.0,6.0,7.0,6.0,3.0,4.0,8.0,8.0,6.0,1402.0,1402.0,1402.0,1402.0
2192,2.0,2.0,6.0,6.0,7.0,2.0,6.0,6.0,5.0,1402.0,1402.0,1402.0,1402.0
2193,6.0,3.0,5.0,7.0,5.0,3.0,7.0,6.0,6.0,1402.0,1402.0,1402.0,1402.0
2194,8.0,6.0,9.0,6.0,5.0,5.0,8.0,8.0,5.0,1402.0,1402.0,1402.0,1402.0
2195,9.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,1402.0,1402.0,1402.0,1402.0
2196,7.0,6.0,7.0,8.0,3.0,3.0,9.0,9.0,5.0,1402.0,1402.0,1402.0,1402.0
2197,8.0,9.0,2.0,8.0,6.0,2.0,8.0,8.0,4.0,1402.0,1402.0,1402.0,1402.0
2198,8.0,6.0,8.0,6.0,3.0,6.0,8.0,8.0,6.0,1402.0,1402.0,1402.0,1402.0
2199,8.0,7.0,7.0,6.0,5.0,5.0,8.0,8.0,6.0,1402.0,1402.0,1402.0,1402.0
2200,5.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,8.0,1403.0,1403.0,1403.0,1403.0
2201,5.0,6.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,1403.0,1403.0,1403.0,1403.0
2202,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,1403.0,1403.0,1403.0,1403.0
2203,4.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,8.0,1403.0,1403.0,1403.0,1403.0
2204,2.0,8.0,0.0,7.0,6.0,3.0,5.0,5.0,7.0,1403.0,1403.0,1403.0,1403.0
2205,5.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,1403.0,1403.0,1403.0,1403.0
2206,8.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,1403.0,1403.0,1403.0,1403.0
2207,6.0,7.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,1403.0,1403.0,1403.0,1403.0
2208,5.0,3.0,4.0,7.0,5.0,5.0,6.0,5.0,8.0,1403.0,1403.0,1403.0,1403.0
2209,6.0,2.0,4.0,6.0,5.0,2.0,5.0,6.0,4.0,1403.0,1403.0,1403.0,1403.0
2210,6.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,1403.0,1403.0,1403.0,1403.0
2211,5.0,8.0,5.0,6.0,5.0,7.0,5.0,7.0,6.0,1403.0,1403.0,1403.0,1403.0
2212,3.0,7.0,6.0,3.0,4.0,3.0,6.0,6.0,5.0,1403.0,1403.0,1403.0,1403.0
2213,7.0,8.0,5.0,7.0,6.0,7.0,6.0,5.0,7.0,1403.0,1403.0,1403.0,1403.0
2214,0.0,9.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1404.0,1404.0,1404.0,1404.0
2215,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1404.0,1404.0,1404.0,1404.0
2216,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1404.0,1404.0,1404.0,1404.0
2217,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1404.0,1404.0,1404.0,1404.0
2218,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,1404.0,1404.0,1404.0,1404.0
2219,0.0,2.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,1404.0,1404.0,1404.0,1404.0
2220,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1404.0,1404.0,1404.0,1404.0
2221,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1404.0,1404.0,1404.0,1404.0
2222,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1404.0,1404.0,1404.0,1404.0
2223,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1404.0,1404.0,1404.0,1404.0
2224,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1404.0,1404.0,1404.0,1404.0
2225,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1404.0,1404.0,1404.0,1404.0
2226,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1404.0,1404.0,1404.0,1404.0
2227,0.0,2.0,0.0,3.0,5.0,1.0,1.0,1.0,3.0,1404.0,1404.0,1404.0,1404.0
2228,7.0,9.0,7.0,10.0,10.0,10.0,7.0,7.0,10.0,1405.0,1405.0,1405.0,1405.0
2229,6.0,10.0,5.0,9.0,10.0,8.0,8.0,6.0,10.0,1405.0,1405.0,1405.0,1405.0
2230,6.0,9.0,5.0,8.0,9.0,8.0,6.0,6.0,9.0,1405.0,1405.0,1405.0,1405.0
2231,6.0,7.0,5.0,8.0,9.0,8.0,8.0,6.0,8.0,1405.0,1405.0,1405.0,1405.0
2232,6.0,4.0,2.0,10.0,10.0,5.0,6.0,5.0,8.0,1405.0,1405.0,1405.0,1405.0
2233,5.0,9.0,8.0,7.0,9.0,9.0,8.0,8.0,8.0,1405.0,1405.0,1405.0,1405.0
2234,5.0,8.0,5.0,10.0,10.0,8.0,7.0,7.0,8.0,1405.0,1405.0,1405.0,1405.0
2235,7.0,10.0,5.0,10.0,10.0,10.0,9.0,7.0,9.0,1405.0,1405.0,1405.0,1405.0
2236,6.0,9.0,5.0,10.0,10.0,9.0,7.0,5.0,9.0,1405.0,1405.0,1405.0,1405.0
2237,6.0,8.0,6.0,8.0,10.0,9.0,8.0,7.0,9.0,1405.0,1405.0,1405.0,1405.0
2238,8.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,1405.0,1405.0,1405.0,1405.0
2239,4.0,8.0,5.0,8.0,10.0,8.0,9.0,7.0,10.0,1405.0,1405.0,1405.0,1405.0
2240,5.0,9.0,5.0,9.0,10.0,6.0,6.0,6.0,7.0,1405.0,1405.0,1405.0,1405.0
2241,3.0,10.0,2.0,10.0,10.0,5.0,7.0,4.0,8.0,1405.0,1405.0,1405.0,1405.0
2242,4.0,,4.0,3.0,2.0,1.0,7.0,7.0,1.0,1406.0,1406.0,1406.0,1406.0
2243,4.0,5.0,5.0,5.0,2.0,1.0,6.0,6.0,4.0,1406.0,1406.0,1406.0,1406.0
2244,6.0,4.0,6.0,3.0,1.0,0.0,6.0,6.0,0.0,1406.0,1406.0,1406.0,1406.0
2245,7.0,5.0,6.0,3.0,1.0,2.0,6.0,6.0,3.0,1406.0,1406.0,1406.0,1406.0
2246,6.0,5.0,7.0,4.0,1.0,2.0,6.0,6.0,2.0,1406.0,1406.0,1406.0,1406.0
2247,6.0,3.0,2.0,6.0,3.0,2.0,5.0,7.0,2.0,1406.0,1406.0,1406.0,1406.0
2248,5.0,2.0,4.0,4.0,2.0,2.0,5.0,5.0,3.0,1406.0,1406.0,1406.0,1406.0
2249,6.0,4.0,5.0,4.0,2.0,2.0,6.0,7.0,3.0,1406.0,1406.0,1406.0,1406.0
2250,6.0,4.0,6.0,2.0,3.0,1.0,6.0,6.0,2.0,1406.0,1406.0,1406.0,1406.0
2251,6.0,5.0,4.0,4.0,4.0,3.0,7.0,6.0,3.0,1406.0,1406.0,1406.0,1406.0
2252,6.0,9.0,1.0,2.0,1.0,1.0,6.0,5.0,4.0,1406.0,1406.0,1406.0,1406.0
2253,6.0,5.0,5.0,3.0,4.0,4.0,6.0,6.0,3.0,1406.0,1406.0,1406.0,1406.0
2254,6.0,2.0,6.0,6.0,3.0,3.0,7.0,8.0,4.0,1406.0,1406.0,1406.0,1406.0
2255,5.0,3.0,5.0,4.0,3.0,0.0,5.0,6.0,4.0,1406.0,1406.0,1406.0,1406.0
2256,3.0,1.0,3.0,2.0,3.0,0.0,3.0,3.0,1.0,1408.0,1408.0,1408.0,1408.0
2257,4.0,1.0,3.0,2.0,0.0,1.0,3.0,3.0,1.0,1408.0,1408.0,1408.0,1408.0
2258,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1408.0,1408.0,1408.0,1408.0
2259,4.0,1.0,4.0,2.0,2.0,1.0,3.0,4.0,1.0,1408.0,1408.0,1408.0,1408.0
2260,5.0,1.0,4.0,2.0,1.0,1.0,4.0,5.0,1.0,1408.0,1408.0,1408.0,1408.0
2261,6.0,0.0,4.0,2.0,0.0,0.0,5.0,5.0,0.0,1408.0,1408.0,1408.0,1408.0
2262,4.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,1408.0,1408.0,1408.0,1408.0
2263,3.0,1.0,3.0,1.0,1.0,1.0,4.0,6.0,1.0,1408.0,1408.0,1408.0,1408.0
2264,4.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,1408.0,1408.0,1408.0,1408.0
2265,5.0,2.0,5.0,2.0,2.0,1.0,5.0,6.0,1.0,1408.0,1408.0,1408.0,1408.0
2266,3.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,1408.0,1408.0,1408.0,1408.0
2267,0.0,10.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1408.0,1408.0,1408.0,1408.0
2268,5.0,2.0,3.0,3.0,3.0,0.0,4.0,5.0,0.0,1408.0,1408.0,1408.0,1408.0
2269,4.0,2.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,1408.0,1408.0,1408.0,1408.0
2270,5.0,5.0,5.0,5.0,3.0,8.0,5.0,6.0,9.0,1409.0,1409.0,1409.0,1409.0
2271,5.0,5.0,4.0,6.0,6.0,8.0,5.0,5.0,9.0,1409.0,1409.0,1409.0,1409.0
2272,1.0,9.0,0.0,5.0,6.0,5.0,7.0,3.0,9.0,1409.0,1409.0,1409.0,1409.0
2273,5.0,7.0,3.0,8.0,5.0,9.0,7.0,6.0,9.0,1409.0,1409.0,1409.0,1409.0
2274,5.0,5.0,5.0,5.0,6.0,9.0,6.0,5.0,7.0,1409.0,1409.0,1409.0,1409.0
2275,3.0,,4.0,5.0,4.0,7.0,7.0,5.0,9.0,1409.0,1409.0,1409.0,1409.0
2276,9.0,7.0,8.0,9.0,8.0,10.0,9.0,8.0,9.0,1409.0,1409.0,1409.0,1409.0
2277,6.0,6.0,7.0,8.0,8.0,9.0,8.0,7.0,10.0,1409.0,1409.0,1409.0,1409.0
2278,6.0,7.0,6.0,8.0,7.0,9.0,8.0,7.0,8.0,1409.0,1409.0,1409.0,1409.0
2279,5.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,9.0,1409.0,1409.0,1409.0,1409.0
2280,6.0,5.0,5.0,5.0,4.0,8.0,7.0,5.0,8.0,1409.0,1409.0,1409.0,1409.0
2281,4.0,5.0,5.0,7.0,5.0,9.0,5.0,5.0,8.0,1409.0,1409.0,1409.0,1409.0
2282,3.0,5.0,5.0,4.0,,9.0,7.0,5.0,9.0,1409.0,1409.0,1409.0,1409.0
2283,4.0,7.0,4.0,7.0,6.0,10.0,7.0,5.0,10.0,1409.0,1409.0,1409.0,1409.0
2284,0.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,601.0,601.0,601.0,601.0
2285,1.0,8.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,601.0,601.0,601.0,601.0
2286,0.0,,0.0,2.0,4.0,3.0,1.0,0.0,5.0,601.0,601.0,601.0,601.0
