,econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle
16578,7.0,5.0,7.0,4.0,5.0,0.0
16579,3.0,3.0,6.0,4.0,4.0,0.0
16580,5.0,0.0,2.0,5.0,8.0,0.0
16581,7.0,5.0,6.0,4.0,6.0,4.0
16582,2.0,1.0,5.0,2.0,8.0,7.0
16583,4.0,6.0,2.0,8.0,5.0,5.0
16584,0.0,0.0,0.0,2.0,10.0,3.0
16585,4.0,1.0,4.0,5.0,7.0,0.0
16586,6.0,2.0,7.0,6.0,4.0,10.0
16587,6.0,7.0,5.0,7.0,4.0,7.0
16588,9.0,4.0,4.0,1.0,7.0,0.0
16589,5.0,0.0,1.0,5.0,5.0,0.0
16590,5.0,7.0,7.0,5.0,3.0,0.0
16591,4.0,2.0,5.0,3.0,2.0,0.0
16592,5.0,5.0,4.0,3.0,4.0,3.0
16594,1.0,0.0,4.0,10.0,8.0,0.0
16595,5.0,3.0,4.0,2.0,3.0,0.0
16596,5.0,5.0,8.0,7.0,5.0,0.0
16597,6.0,1.0,1.0,3.0,9.0,7.0
16598,5.0,0.0,5.0,0.0,10.0,10.0
16599,8.0,1.0,8.0,8.0,7.0,0.0
16601,6.0,2.0,4.0,0.0,5.0,0.0
16602,8.0,4.0,7.0,7.0,5.0,2.0
16603,3.0,0.0,0.0,1.0,1.0,0.0
16605,6.0,3.0,4.0,7.0,3.0,1.0
16606,7.0,2.0,4.0,0.0,2.0,0.0
16607,10.0,0.0,10.0,0.0,0.0,0.0
16608,3.0,0.0,2.0,5.0,3.0,0.0
16609,5.0,7.0,0.0,2.0,2.0,0.0
16612,8.0,8.0,8.0,2.0,5.0,0.0
16613,5.0,0.0,3.0,6.0,7.0,1.0
16614,6.0,5.0,8.0,7.0,5.0,7.0
16615,5.0,5.0,7.0,7.0,3.0,0.0
16617,0.0,4.0,0.0,6.0,10.0,4.0
16618,7.0,5.0,7.0,3.0,9.0,5.0
16619,5.0,6.0,0.0,0.0,2.0,0.0
16620,5.0,2.0,5.0,5.0,5.0,0.0
16621,0.0,0.0,0.0,0.0,10.0,0.0
16622,3.0,0.0,4.0,0.0,8.0,0.0
16623,2.0,8.0,1.0,8.0,1.0,6.0
16624,5.0,2.0,6.0,6.0,8.0,0.0
16626,7.0,6.0,7.0,9.0,5.0,5.0
16627,0.0,1.0,0.0,8.0,1.0,1.0
16628,7.0,2.0,5.0,7.0,1.0,5.0
16629,4.0,0.0,5.0,5.0,2.0,0.0
16630,0.0,0.0,0.0,6.0,6.0,0.0
16631,8.0,4.0,2.0,5.0,0.0,0.0
16632,3.0,0.0,0.0,0.0,0.0,0.0
16633,0.0,5.0,3.0,4.0,8.0,10.0
16634,6.0,1.0,9.0,7.0,2.0,0.0
16635,3.0,3.0,5.0,5.0,6.0,0.0
16636,7.0,4.0,7.0,6.0,5.0,0.0
16637,10.0,10.0,7.0,0.0,0.0,0.0
16638,4.0,6.0,3.0,0.0,10.0,0.0
16639,7.0,0.0,9.0,0.0,0.0,0.0
16640,2.0,5.0,3.0,10.0,5.0,10.0
16641,4.0,2.0,5.0,5.0,7.0,0.0
16642,7.0,7.0,7.0,5.0,7.0,10.0
16643,6.0,6.0,3.0,6.0,3.0,10.0
16644,5.0,2.0,3.0,2.0,2.0,0.0
16646,8.0,4.0,8.0,3.0,5.0,1.0
16647,4.0,1.0,5.0,5.0,4.0,3.0
16648,4.0,5.0,8.0,6.0,5.0,4.0
16649,0.0,3.0,2.0,3.0,0.0,0.0
16651,3.0,0.0,2.0,3.0,3.0,0.0
16652,2.0,3.0,7.0,0.0,8.0,0.0
16653,5.0,2.0,8.0,3.0,4.0,5.0
16654,2.0,3.0,9.0,9.0,9.0,10.0
16655,2.0,1.0,6.0,2.0,6.0,0.0
16656,5.0,0.0,4.0,0.0,5.0,0.0
16657,6.0,5.0,6.0,7.0,3.0,0.0
16658,5.0,0.0,5.0,0.0,5.0,0.0
16660,4.0,4.0,4.0,2.0,3.0,0.0
16661,0.0,6.0,1.0,3.0,7.0,1.0
16662,4.0,4.0,8.0,3.0,1.0,1.0
16663,5.0,1.0,5.0,0.0,1.0,1.0
16664,8.0,6.0,7.0,5.0,4.0,0.0
16665,6.0,1.0,6.0,6.0,4.0,2.0
16666,5.0,5.0,5.0,6.0,5.0,1.0
16667,5.0,0.0,4.0,3.0,1.0,0.0
16668,7.0,0.0,5.0,5.0,3.0,0.0
16669,3.0,2.0,6.0,6.0,6.0,1.0
16671,5.0,5.0,6.0,5.0,3.0,8.0
16672,8.0,5.0,10.0,7.0,10.0,0.0
16673,5.0,1.0,6.0,1.0,0.0,0.0
16674,3.0,3.0,4.0,0.0,3.0,0.0
16675,0.0,5.0,5.0,7.0,5.0,0.0
16676,5.0,2.0,8.0,5.0,6.0,5.0
16677,3.0,3.0,7.0,2.0,1.0,0.0
16678,3.0,6.0,5.0,6.0,6.0,0.0
16679,6.0,3.0,4.0,4.0,4.0,0.0
16680,2.0,1.0,2.0,0.0,0.0,0.0
16681,1.0,0.0,3.0,0.0,10.0,0.0
16682,3.0,5.0,5.0,5.0,5.0,0.0
16683,5.0,6.0,3.0,1.0,1.0,10.0
16684,7.0,0.0,2.0,7.0,8.0,0.0
16686,0.0,5.0,3.0,5.0,10.0,0.0
16687,6.0,2.0,6.0,6.0,3.0,1.0
16688,5.0,3.0,5.0,2.0,7.0,0.0
16689,5.0,2.0,5.0,5.0,5.0,0.0
16690,10.0,10.0,10.0,0.0,0.0,0.0
16691,5.0,3.0,8.0,4.0,10.0,2.0
16692,2.0,4.0,3.0,6.0,8.0,0.0
16693,5.0,3.0,4.0,6.0,6.0,3.0
16694,5.0,1.0,6.0,1.0,6.0,0.0
16695,10.0,10.0,5.0,5.0,7.0,5.0
16696,5.0,0.0,0.0,5.0,7.0,3.0
16697,7.0,2.0,6.0,5.0,4.0,0.0
16698,3.0,2.0,5.0,2.0,6.0,3.0
16700,5.0,2.0,5.0,8.0,5.0,0.0
16701,4.0,0.0,3.0,0.0,0.0,0.0
16702,3.0,4.0,3.0,5.0,0.0,0.0
16703,4.0,3.0,4.0,4.0,0.0,0.0
16704,0.0,5.0,0.0,3.0,10.0,5.0
16705,5.0,10.0,1.0,10.0,9.0,1.0
16706,10.0,5.0,7.0,3.0,5.0,10.0
16707,5.0,0.0,7.0,2.0,7.0,0.0
16709,5.0,5.0,0.0,5.0,5.0,5.0
16710,5.0,0.0,2.0,5.0,5.0,0.0
16712,3.0,0.0,6.0,5.0,3.0,0.0
16713,6.0,2.0,1.0,3.0,4.0,0.0
16714,2.0,2.0,3.0,3.0,3.0,0.0
16715,5.0,2.0,4.0,5.0,10.0,0.0
16717,0.0,2.0,7.0,7.0,5.0,0.0
16718,5.0,9.0,5.0,5.0,7.0,8.0
16719,5.0,2.0,5.0,0.0,10.0,3.0
16720,5.0,4.0,6.0,6.0,7.0,0.0
16721,8.0,2.0,8.0,5.0,4.0,1.0
16722,5.0,3.0,6.0,10.0,0.0,10.0
16723,4.0,1.0,6.0,6.0,0.0,0.0
16724,2.0,0.0,2.0,2.0,6.0,0.0
16725,5.0,4.0,5.0,5.0,3.0,0.0
16727,5.0,3.0,6.0,8.0,7.0,4.0
16729,6.0,3.0,3.0,4.0,2.0,4.0
16731,5.0,3.0,4.0,4.0,5.0,6.0
16732,5.0,5.0,5.0,5.0,5.0,5.0
16733,8.0,0.0,0.0,8.0,10.0,10.0
16734,2.0,0.0,4.0,6.0,8.0,0.0
16735,5.0,4.0,10.0,0.0,0.0,0.0
16736,3.0,8.0,7.0,0.0,7.0,0.0
16737,5.0,5.0,10.0,5.0,10.0,2.0
16738,1.0,5.0,4.0,3.0,10.0,10.0
16739,4.0,0.0,6.0,7.0,6.0,0.0
16740,8.0,1.0,3.0,5.0,9.0,1.0
16741,0.0,10.0,0.0,0.0,10.0,10.0
16743,5.0,5.0,5.0,5.0,5.0,5.0
16744,2.0,0.0,6.0,5.0,3.0,0.0
16745,3.0,0.0,3.0,2.0,3.0,0.0
16746,8.0,1.0,10.0,3.0,2.0,2.0
16747,5.0,3.0,5.0,2.0,0.0,0.0
16748,4.0,5.0,3.0,3.0,3.0,1.0
16749,2.0,2.0,9.0,1.0,9.0,10.0
16750,8.0,2.0,8.0,0.0,10.0,10.0
16751,5.0,5.0,4.0,2.0,0.0,2.0
16752,6.0,5.0,4.0,6.0,7.0,5.0
16753,5.0,6.0,5.0,6.0,4.0,0.0
16754,2.0,0.0,3.0,1.0,10.0,10.0
16755,5.0,5.0,5.0,5.0,4.0,1.0
16756,5.0,2.0,9.0,7.0,3.0,0.0
16757,0.0,0.0,0.0,5.0,0.0,0.0
16758,5.0,4.0,5.0,2.0,5.0,2.0
16760,0.0,5.0,0.0,0.0,6.0,0.0
16761,4.0,0.0,3.0,1.0,3.0,0.0
16762,3.0,0.0,2.0,2.0,0.0,0.0
16763,4.0,4.0,3.0,3.0,7.0,0.0
16764,8.0,9.0,1.0,7.0,0.0,0.0
16765,4.0,4.0,4.0,5.0,6.0,2.0
16766,5.0,4.0,5.0,0.0,5.0,0.0
16767,7.0,1.0,7.0,2.0,5.0,0.0
16768,5.0,7.0,5.0,5.0,6.0,10.0
16769,4.0,0.0,5.0,3.0,0.0,0.0
16770,5.0,3.0,7.0,7.0,6.0,0.0
16772,5.0,2.0,7.0,6.0,7.0,0.0
16773,7.0,3.0,8.0,3.0,8.0,1.0
16774,3.0,0.0,3.0,3.0,5.0,0.0
16775,0.0,2.0,8.0,2.0,7.0,8.0
16776,7.0,7.0,8.0,5.0,8.0,0.0
16777,0.0,3.0,7.0,3.0,3.0,0.0
16778,4.0,2.0,5.0,8.0,3.0,0.0
16779,1.0,1.0,1.0,2.0,10.0,0.0
16780,5.0,1.0,5.0,1.0,5.0,0.0
16781,4.0,0.0,8.0,8.0,2.0,1.0
16785,5.0,0.0,0.0,5.0,5.0,0.0
16786,4.0,0.0,4.0,7.0,0.0,0.0
16787,0.0,1.0,2.0,2.0,3.0,0.0
16788,5.0,5.0,5.0,5.0,7.0,3.0
16789,5.0,7.0,4.0,6.0,10.0,3.0
16790,3.0,5.0,2.0,3.0,2.0,2.0
16791,2.0,2.0,7.0,2.0,3.0,0.0
16793,1.0,0.0,0.0,0.0,0.0,0.0
16794,5.0,3.0,4.0,5.0,5.0,4.0
16795,8.0,7.0,7.0,10.0,5.0,7.0
16796,5.0,5.0,10.0,8.0,7.0,10.0
16797,2.0,6.0,7.0,7.0,6.0,3.0
16798,5.0,2.0,5.0,5.0,6.0,0.0
16799,9.0,4.0,7.0,0.0,2.0,0.0
16800,2.0,0.0,1.0,2.0,3.0,3.0
16801,4.0,2.0,5.0,6.0,7.0,0.0
16802,6.0,3.0,6.0,8.0,4.0,0.0
16803,6.0,5.0,5.0,5.0,10.0,0.0
16804,4.0,5.0,8.0,5.0,0.0,0.0
16805,2.0,5.0,7.0,8.0,2.0,1.0
16806,7.0,3.0,6.0,4.0,5.0,7.0
16807,5.0,4.0,6.0,4.0,5.0,1.0
16808,2.0,0.0,2.0,1.0,7.0,0.0
16809,7.0,4.0,2.0,4.0,6.0,3.0
16811,5.0,4.0,7.0,4.0,5.0,0.0
16812,5.0,5.0,5.0,2.0,0.0,10.0
16813,3.0,5.0,7.0,10.0,10.0,3.0
16814,5.0,2.0,4.0,5.0,2.0,0.0
16815,6.0,4.0,6.0,2.0,4.0,0.0
16816,3.0,0.0,6.0,5.0,10.0,0.0
16817,3.0,3.0,8.0,3.0,5.0,1.0
16818,5.0,4.0,9.0,5.0,9.0,9.0
16819,6.0,0.0,8.0,10.0,10.0,0.0
16820,5.0,4.0,9.0,10.0,8.0,9.0
16821,3.0,0.0,0.0,3.0,7.0,0.0
16822,7.0,1.0,4.0,3.0,2.0,8.0
16823,6.0,5.0,5.0,7.0,1.0,0.0
16824,5.0,0.0,5.0,3.0,2.0,0.0
16825,1.0,1.0,5.0,3.0,8.0,3.0
16826,6.0,2.0,5.0,5.0,1.0,0.0
16827,4.0,2.0,6.0,1.0,8.0,0.0
16828,4.0,6.0,4.0,6.0,4.0,4.0
16829,6.0,5.0,6.0,1.0,7.0,0.0
16831,7.0,0.0,5.0,8.0,6.0,0.0
16832,7.0,6.0,3.0,3.0,2.0,1.0
16833,5.0,1.0,3.0,4.0,8.0,3.0
16834,4.0,0.0,1.0,3.0,9.0,0.0
16835,4.0,2.0,1.0,0.0,1.0,2.0
16836,8.0,3.0,2.0,7.0,0.0,0.0
16837,2.0,2.0,7.0,7.0,6.0,0.0
16838,3.0,3.0,3.0,0.0,0.0,0.0
16839,10.0,5.0,5.0,9.0,7.0,1.0
16840,8.0,0.0,3.0,2.0,3.0,0.0
16841,3.0,5.0,10.0,0.0,8.0,0.0
16842,4.0,3.0,8.0,7.0,10.0,0.0
16843,4.0,1.0,4.0,1.0,3.0,1.0
16845,0.0,0.0,3.0,3.0,5.0,0.0
16846,4.0,6.0,3.0,0.0,4.0,0.0
16847,2.0,0.0,6.0,8.0,8.0,0.0
16848,5.0,2.0,2.0,6.0,8.0,2.0
16849,7.0,6.0,3.0,7.0,1.0,5.0
16850,5.0,7.0,10.0,4.0,4.0,0.0
16852,7.0,5.0,7.0,2.0,5.0,0.0
16853,3.0,3.0,5.0,5.0,10.0,0.0
16854,5.0,3.0,6.0,8.0,7.0,0.0
16855,9.0,10.0,9.0,8.0,10.0,10.0
16856,5.0,0.0,4.0,0.0,10.0,1.0
16857,10.0,10.0,10.0,10.0,0.0,10.0
16858,7.0,6.0,5.0,6.0,4.0,2.0
16859,7.0,2.0,4.0,3.0,2.0,0.0
16860,3.0,1.0,10.0,3.0,2.0,0.0
16862,3.0,5.0,10.0,9.0,2.0,7.0
16863,3.0,0.0,4.0,4.0,6.0,0.0
16864,5.0,0.0,5.0,0.0,5.0,0.0
16866,3.0,1.0,4.0,9.0,8.0,0.0
16867,3.0,4.0,2.0,6.0,2.0,7.0
16869,5.0,0.0,5.0,2.0,2.0,0.0
16870,5.0,7.0,3.0,5.0,1.0,2.0
16871,5.0,8.0,5.0,5.0,5.0,5.0
16872,0.0,0.0,5.0,0.0,5.0,0.0
16873,2.0,2.0,3.0,6.0,0.0,0.0
16874,5.0,7.0,4.0,5.0,6.0,9.0
16876,5.0,2.0,6.0,1.0,5.0,5.0
16878,6.0,0.0,8.0,9.0,3.0,1.0
16879,4.0,5.0,4.0,2.0,5.0,0.0
16880,5.0,0.0,7.0,3.0,10.0,0.0
16881,7.0,7.0,8.0,5.0,3.0,6.0
16883,6.0,1.0,3.0,3.0,3.0,3.0
16884,5.0,4.0,6.0,3.0,2.0,0.0
16885,0.0,1.0,1.0,3.0,8.0,5.0
16886,3.0,1.0,3.0,1.0,7.0,0.0
16887,5.0,4.0,8.0,4.0,5.0,7.0
16889,0.0,0.0,0.0,10.0,10.0,10.0
16890,5.0,0.0,8.0,4.0,2.0,0.0
16892,7.0,5.0,10.0,8.0,6.0,1.0
16893,2.0,5.0,2.0,5.0,10.0,5.0
16894,8.0,2.0,8.0,5.0,3.0,8.0
16896,5.0,3.0,0.0,0.0,1.0,0.0
16898,6.0,7.0,3.0,6.0,5.0,0.0
16900,5.0,5.0,6.0,10.0,2.0,10.0
16901,2.0,4.0,9.0,5.0,4.0,6.0
16902,6.0,5.0,6.0,4.0,5.0,0.0
16903,10.0,2.0,5.0,7.0,2.0,5.0
16904,5.0,0.0,0.0,5.0,5.0,0.0
16905,4.0,3.0,4.0,5.0,3.0,4.0
16906,7.0,5.0,6.0,5.0,5.0,5.0
16908,10.0,3.0,10.0,0.0,1.0,1.0
16909,0.0,0.0,0.0,2.0,10.0,8.0
16910,5.0,9.0,9.0,7.0,9.0,0.0
16911,2.0,3.0,2.0,5.0,0.0,0.0
16912,5.0,0.0,3.0,5.0,8.0,0.0
16913,4.0,5.0,8.0,5.0,7.0,10.0
16914,8.0,2.0,8.0,6.0,6.0,6.0
16915,5.0,3.0,5.0,5.0,3.0,1.0
16916,4.0,5.0,0.0,4.0,0.0,0.0
16917,5.0,4.0,5.0,5.0,6.0,10.0
16918,1.0,2.0,7.0,4.0,9.0,9.0
16919,4.0,0.0,6.0,3.0,6.0,0.0
16920,5.0,4.0,4.0,10.0,8.0,7.0
16921,6.0,5.0,6.0,7.0,5.0,2.0
16923,6.0,0.0,3.0,2.0,3.0,5.0
16924,7.0,0.0,9.0,2.0,8.0,1.0
16925,5.0,0.0,3.0,10.0,10.0,0.0
16926,5.0,5.0,5.0,4.0,3.0,0.0
16927,5.0,0.0,7.0,0.0,8.0,0.0
16928,5.0,3.0,2.0,4.0,5.0,0.0
16929,5.0,0.0,4.0,6.0,6.0,7.0
16930,7.0,5.0,4.0,6.0,2.0,0.0
16931,5.0,8.0,1.0,5.0,9.0,10.0
16932,5.0,3.0,3.0,4.0,4.0,2.0
16934,6.0,10.0,8.0,9.0,2.0,10.0
16935,0.0,4.0,5.0,5.0,6.0,0.0
16936,8.0,0.0,1.0,3.0,5.0,0.0
16937,3.0,4.0,3.0,3.0,10.0,0.0
16938,5.0,7.0,0.0,5.0,5.0,10.0
16939,9.0,3.0,6.0,9.0,9.0,1.0
16940,5.0,5.0,0.0,5.0,5.0,7.0
16941,5.0,5.0,5.0,5.0,5.0,5.0
16943,5.0,3.0,5.0,10.0,5.0,10.0
16944,3.0,1.0,4.0,6.0,4.0,0.0
16945,3.0,5.0,7.0,10.0,7.0,1.0
16946,5.0,5.0,5.0,2.0,10.0,0.0
16947,4.0,3.0,3.0,6.0,4.0,0.0
16949,5.0,6.0,3.0,2.0,7.0,0.0
16950,3.0,0.0,4.0,7.0,10.0,1.0
16951,5.0,1.0,3.0,5.0,3.0,0.0
16952,7.0,5.0,7.0,3.0,9.0,8.0
16953,7.0,5.0,3.0,3.0,5.0,0.0
16954,6.0,7.0,5.0,7.0,5.0,7.0
16955,7.0,5.0,4.0,5.0,7.0,5.0
16956,5.0,5.0,0.0,5.0,9.0,10.0
16957,5.0,1.0,5.0,1.0,0.0,4.0
16958,5.0,4.0,5.0,5.0,1.0,0.0
16959,0.0,5.0,5.0,0.0,5.0,0.0
16960,5.0,2.0,4.0,2.0,6.0,0.0
16962,4.0,3.0,2.0,5.0,3.0,0.0
16963,7.0,2.0,10.0,5.0,4.0,0.0
16964,4.0,4.0,3.0,4.0,0.0,0.0
16965,7.0,7.0,3.0,8.0,3.0,7.0
16966,5.0,5.0,5.0,5.0,5.0,5.0
16968,5.0,7.0,4.0,7.0,6.0,0.0
16970,5.0,2.0,0.0,10.0,4.0,0.0
16971,3.0,7.0,10.0,1.0,8.0,8.0
16972,3.0,3.0,2.0,2.0,2.0,0.0
16973,5.0,5.0,8.0,2.0,3.0,0.0
16974,4.0,1.0,4.0,1.0,6.0,1.0
16975,8.0,4.0,7.0,6.0,3.0,0.0
16976,2.0,5.0,3.0,2.0,8.0,0.0
16977,5.0,5.0,5.0,5.0,4.0,10.0
16978,7.0,5.0,5.0,5.0,2.0,1.0
16979,3.0,1.0,0.0,5.0,9.0,0.0
16980,6.0,0.0,6.0,6.0,6.0,0.0
16981,10.0,5.0,9.0,6.0,2.0,10.0
16982,3.0,1.0,1.0,3.0,3.0,0.0
16983,7.0,7.0,7.0,7.0,3.0,7.0
16985,9.0,1.0,8.0,0.0,1.0,0.0
16986,5.0,5.0,5.0,9.0,5.0,10.0
16987,7.0,7.0,6.0,0.0,8.0,9.0
16988,1.0,4.0,3.0,4.0,3.0,0.0
16989,5.0,4.0,3.0,10.0,3.0,0.0
16990,5.0,5.0,10.0,6.0,8.0,6.0
16992,4.0,6.0,8.0,10.0,10.0,9.0
16993,2.0,6.0,4.0,6.0,8.0,5.0
16994,2.0,10.0,4.0,10.0,3.0,10.0
16995,4.0,1.0,5.0,0.0,7.0,0.0
16996,5.0,2.0,6.0,6.0,6.0,1.0
16997,1.0,6.0,1.0,1.0,9.0,1.0
16998,2.0,0.0,1.0,5.0,10.0,5.0
16999,5.0,3.0,3.0,5.0,5.0,0.0
17000,5.0,5.0,5.0,5.0,5.0,0.0
17001,10.0,0.0,1.0,6.0,5.0,0.0
17002,1.0,1.0,0.0,1.0,2.0,0.0
17004,2.0,0.0,1.0,0.0,6.0,0.0
17005,9.0,4.0,8.0,4.0,5.0,1.0
17006,3.0,4.0,4.0,6.0,4.0,7.0
17007,6.0,7.0,8.0,8.0,5.0,0.0
17008,5.0,4.0,4.0,7.0,10.0,10.0
17009,4.0,0.0,3.0,4.0,4.0,0.0
17010,10.0,2.0,3.0,3.0,7.0,0.0
17011,2.0,0.0,0.0,3.0,8.0,0.0
17012,0.0,0.0,0.0,0.0,0.0,0.0
17014,4.0,4.0,5.0,5.0,5.0,7.0
17015,5.0,0.0,10.0,0.0,5.0,0.0
17016,8.0,0.0,2.0,4.0,6.0,0.0
17017,5.0,5.0,5.0,3.0,3.0,0.0
17019,5.0,0.0,5.0,3.0,0.0,0.0
17020,2.0,2.0,2.0,3.0,9.0,3.0
17021,5.0,3.0,3.0,2.0,0.0,7.0
17022,5.0,5.0,5.0,7.0,5.0,0.0
17023,7.0,7.0,8.0,10.0,9.0,7.0
17024,8.0,3.0,2.0,3.0,2.0,1.0
17025,2.0,0.0,6.0,5.0,6.0,5.0
17026,5.0,10.0,0.0,5.0,6.0,0.0
17027,3.0,0.0,0.0,1.0,0.0,0.0
17028,0.0,5.0,7.0,2.0,10.0,0.0
17029,5.0,2.0,4.0,8.0,10.0,10.0
17030,5.0,7.0,5.0,5.0,5.0,0.0
17031,6.0,4.0,8.0,5.0,4.0,0.0
17032,5.0,0.0,4.0,5.0,7.0,1.0
17033,10.0,5.0,0.0,10.0,4.0,0.0
17034,6.0,6.0,3.0,2.0,7.0,4.0
17036,0.0,5.0,2.0,0.0,5.0,10.0
17038,9.0,0.0,0.0,10.0,4.0,7.0
17039,5.0,1.0,5.0,6.0,8.0,10.0
17040,0.0,0.0,0.0,0.0,10.0,10.0
17041,8.0,0.0,0.0,9.0,0.0,5.0
17042,0.0,0.0,0.0,10.0,5.0,0.0
17043,5.0,0.0,5.0,0.0,10.0,0.0
17044,0.0,10.0,0.0,0.0,10.0,0.0
17045,5.0,6.0,7.0,7.0,5.0,5.0
17047,3.0,5.0,5.0,5.0,10.0,0.0
17048,10.0,0.0,0.0,0.0,0.0,5.0
17050,0.0,0.0,0.0,0.0,0.0,0.0
17051,5.0,0.0,5.0,5.0,9.0,3.0
17053,5.0,5.0,5.0,5.0,2.0,10.0
17055,2.0,0.0,1.0,2.0,5.0,4.0
17056,3.0,0.0,0.0,5.0,5.0,5.0
17057,0.0,0.0,0.0,0.0,10.0,0.0
17058,0.0,5.0,5.0,5.0,5.0,10.0
17059,10.0,5.0,5.0,10.0,3.0,10.0
17060,0.0,0.0,10.0,0.0,0.0,0.0
17061,10.0,10.0,0.0,10.0,0.0,10.0
17063,7.0,0.0,0.0,5.0,5.0,5.0
17064,8.0,10.0,1.0,5.0,0.0,0.0
17065,0.0,10.0,0.0,7.0,10.0,0.0
17066,5.0,0.0,0.0,10.0,0.0,0.0
17068,6.0,0.0,7.0,8.0,6.0,0.0
17069,2.0,10.0,0.0,5.0,6.0,3.0
17071,0.0,0.0,0.0,10.0,0.0,0.0
17072,6.0,10.0,5.0,4.0,0.0,0.0
17074,2.0,10.0,0.0,10.0,0.0,0.0
17076,5.0,0.0,5.0,8.0,4.0,1.0
17077,0.0,8.0,0.0,8.0,5.0,1.0
17078,5.0,0.0,0.0,10.0,10.0,10.0
17079,4.0,10.0,4.0,10.0,5.0,0.0
17081,0.0,0.0,0.0,5.0,10.0,0.0
17083,0.0,0.0,5.0,8.0,3.0,3.0
17085,5.0,0.0,9.0,3.0,3.0,0.0
17088,5.0,0.0,10.0,4.0,7.0,5.0
17089,10.0,7.0,10.0,5.0,5.0,10.0
17091,2.0,0.0,2.0,10.0,5.0,10.0
17092,6.0,3.0,9.0,10.0,7.0,4.0
17094,0.0,0.0,0.0,10.0,10.0,10.0
17095,7.0,0.0,7.0,10.0,5.0,5.0
17096,0.0,0.0,0.0,10.0,10.0,10.0
17097,8.0,3.0,6.0,7.0,6.0,4.0
17098,3.0,0.0,0.0,10.0,0.0,10.0
17099,5.0,0.0,5.0,4.0,5.0,0.0
17100,10.0,7.0,0.0,7.0,3.0,6.0
17102,0.0,0.0,10.0,10.0,10.0,2.0
17104,0.0,0.0,0.0,0.0,0.0,0.0
17105,5.0,0.0,4.0,8.0,5.0,7.0
17107,5.0,5.0,0.0,0.0,10.0,0.0
17109,0.0,0.0,0.0,10.0,10.0,0.0
17111,0.0,10.0,0.0,0.0,10.0,0.0
17112,0.0,0.0,10.0,10.0,5.0,5.0
17113,4.0,10.0,8.0,5.0,2.0,8.0
17114,0.0,0.0,0.0,5.0,10.0,0.0
17115,9.0,6.0,3.0,6.0,4.0,10.0
17116,0.0,5.0,5.0,10.0,5.0,0.0
17117,6.0,0.0,7.0,9.0,9.0,5.0
17118,6.0,0.0,5.0,7.0,10.0,9.0
17119,5.0,0.0,0.0,10.0,10.0,0.0
17120,0.0,0.0,0.0,10.0,10.0,10.0
17121,5.0,4.0,6.0,7.0,4.0,5.0
17122,0.0,5.0,0.0,0.0,10.0,0.0
17123,0.0,0.0,0.0,10.0,10.0,0.0
17124,8.0,3.0,6.0,10.0,2.0,10.0
17125,0.0,0.0,10.0,0.0,10.0,0.0
17126,0.0,0.0,0.0,0.0,10.0,0.0
17128,10.0,0.0,0.0,10.0,10.0,0.0
17130,0.0,10.0,0.0,10.0,5.0,5.0
17131,8.0,4.0,3.0,3.0,9.0,0.0
17132,0.0,5.0,10.0,10.0,0.0,0.0
17133,0.0,0.0,0.0,10.0,7.0,3.0
17134,0.0,0.0,0.0,10.0,10.0,0.0
17136,0.0,10.0,0.0,10.0,10.0,0.0
17137,0.0,0.0,0.0,10.0,10.0,10.0
17139,0.0,5.0,0.0,0.0,0.0,5.0
17140,6.0,0.0,2.0,10.0,5.0,0.0
17141,10.0,0.0,0.0,10.0,5.0,5.0
17144,0.0,10.0,0.0,10.0,0.0,10.0
17146,6.0,0.0,6.0,9.0,2.0,10.0
17147,0.0,0.0,0.0,10.0,10.0,10.0
17148,0.0,0.0,0.0,0.0,10.0,10.0
17149,5.0,0.0,5.0,8.0,5.0,8.0
17150,10.0,2.0,7.0,5.0,5.0,10.0
17151,10.0,3.0,5.0,10.0,5.0,0.0
17153,0.0,0.0,5.0,10.0,10.0,10.0
17154,2.0,0.0,1.0,2.0,0.0,5.0
17155,0.0,0.0,10.0,10.0,0.0,5.0
17156,0.0,0.0,0.0,10.0,10.0,10.0
17157,0.0,5.0,5.0,10.0,10.0,10.0
17158,5.0,0.0,0.0,10.0,10.0,0.0
17159,6.0,0.0,7.0,8.0,2.0,5.0
17160,5.0,0.0,5.0,7.0,6.0,0.0
17161,5.0,4.0,0.0,8.0,3.0,6.0
17162,0.0,0.0,5.0,0.0,0.0,0.0
17163,0.0,5.0,0.0,0.0,10.0,0.0
17164,0.0,0.0,0.0,0.0,10.0,0.0
17165,0.0,5.0,0.0,0.0,5.0,0.0
17166,0.0,5.0,4.0,0.0,5.0,0.0
17167,7.0,7.0,3.0,4.0,5.0,3.0
17168,5.0,0.0,3.0,0.0,2.0,10.0
17169,0.0,0.0,0.0,10.0,10.0,0.0
17170,5.0,0.0,0.0,10.0,4.0,10.0
17171,7.0,10.0,5.0,10.0,0.0,10.0
17174,5.0,10.0,5.0,10.0,0.0,8.0
17175,0.0,0.0,3.0,7.0,7.0,0.0
17176,7.0,4.0,3.0,5.0,2.0,1.0
17178,8.0,10.0,6.0,7.0,0.0,6.0
17179,8.0,7.0,4.0,7.0,10.0,10.0
17181,0.0,0.0,0.0,10.0,5.0,0.0
17183,0.0,5.0,0.0,10.0,10.0,0.0
17185,0.0,0.0,0.0,10.0,0.0,5.0
