,econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle,lrgen_factor,lrecon_factor,galtan_factor,party_id,party_id,party_id
780,5,5,3,6,9,4,5,5,5,2111.0,2111.0,2111.0
781,7,7,8,3,9,7,8,8,5,2102.0,2102.0,2102.0
782,4,2,4,0,5,0,4,5,0,2114.0,2114.0,2114.0
783,6,10,4,10,10,10,4,5,9,2115.0,2115.0,2115.0
784,1,8,2,9,10,9,2,2,5,2103.0,2103.0,2103.0
785,3,5,3,7,7,5,3,3,5,2101.0,2101.0,2101.0
786,4,5,5,8,6,8,6,5,9,2104.0,2104.0,2104.0
787,8,3,9,1,4,1,9,9,0,2109.0,2109.0,2109.0
788,5,3,5,2,5,2,6,6,1,2116.0,2116.0,2116.0
789,8,3,8,1,3,1,6,7,3,2203.0,2203.0,2203.0
790,3,4,3,4,5,5,5,5,5,2202.0,2202.0,2202.0
791,4,8,8,9,9,9,9,9,9,2209.0,2209.0,2209.0
792,4,4,7,8,8,8,7,8,7,2201.0,2201.0,2201.0
793,2,2,2,2,2,1,2,2,2,2204.0,2204.0,2204.0
794,5,5,4,3,2,2,4,4,4,2210.0,2210.0,2210.0
795,7,6,7,4,4,4,6,7,5,2203.0,2203.0,2203.0
796,3,4,3,4,5,4,4,4,6,2202.0,2202.0,2202.0
797,5,6,5,8,9,8,8,6,9,2209.0,2209.0,2209.0
798,6,6,6,5,6,6,6,6,7,2201.0,2201.0,2201.0
799,3,4,3,3,4,4,4,3,5,2204.0,2204.0,2204.0
800,7,5,5,4,5,4,5,5,4,2210.0,2210.0,2210.0
801,9,7,9,4,0,1,8,7,1,2203.0,2203.0,2203.0
802,3,7,2,9,5,6,3,3,6,2202.0,2202.0,2202.0
803,3,3,7,9,10,10,7,6,10,2209.0,2209.0,2209.0
804,9,3,9,7,10,8,8,8,9,2201.0,2201.0,2201.0
805,4,5,3,3,0,1,3,4,1,2204.0,2204.0,2204.0
806,4,5,6,3,0,1,6,7,1,2210.0,2210.0,2210.0
807,10,7,7,7,1,3,7,10,0,2203.0,2203.0,2203.0
808,3,6,3,7,4,4,5,4,4,2202.0,2202.0,2202.0
809,5,7,3,9,10,10,10,2,10,2209.0,2209.0,2209.0
810,9,7,7,7,7,9,9,8,9,2201.0,2201.0,2201.0
811,1,4,1,2,0,0,2,3,0,2204.0,2204.0,2204.0
812,5,5,6,5,4,2,7,8,3,2210.0,2210.0,2210.0
813,8,3,6,3,2,2,6,6,3,2203.0,2203.0,2203.0
814,4,3,4,4,2,3,5,5,3,2202.0,2202.0,2202.0
815,5,6,5,7,8,8,8,7,9,2209.0,2209.0,2209.0
816,6,4,5,6,7,7,7,7,7,2201.0,2201.0,2201.0
817,3,3,3,3,2,2,4,4,2,2204.0,2204.0,2204.0
818,6,3,5,5,1,2,6,6,2,2210.0,2210.0,2210.0
819,7,7,5,5,5,3,6,5,4,2203.0,2203.0,2203.0
820,5,6,3,5,5,3,4,5,4,2202.0,2202.0,2202.0
821,5,9,3,10,10,10,10,5,10,2209.0,2209.0,2209.0
822,6,6,3,9,9,10,9,5,9,2201.0,2201.0,2201.0
823,3,5,1,4,2,2,1,5,1,2204.0,2204.0,2204.0
824,4,5,2,3,4,2,4,5,2,2210.0,2210.0,2210.0
825,8,6,8,3,6,4,6,7,5,2203.0,2203.0,2203.0
826,3,4,4,4,7,6,4,3,7,2202.0,2202.0,2202.0
827,3,6,3,8,10,10,9,2,9,2209.0,2209.0,2209.0
828,7,6,8,3,6,6,6,6,6,2201.0,2201.0,2201.0
829,2,4,2,2,5,2,3,3,4,2204.0,2204.0,2204.0
830,3,4,3,0,3,1,4,3,2,2210.0,2210.0,2210.0
831,9,9,8,2,2,2,5,9,0,2203.0,2203.0,2203.0
832,4,5,3,5,6,5,4,4,1,2202.0,2202.0,2202.0
833,3,5,2,9,10,9,1,2,9,2209.0,2209.0,2209.0
834,6,6,6,5,6,4,6,7,0,2201.0,2201.0,2201.0
835,4,3,4,3,4,2,4,4,0,2204.0,2204.0,2204.0
836,5,0,4,2,2,1,5,6,0,2210.0,2210.0,2210.0
837,7,6,6,6,3,3,6,6,6,2203.0,2203.0,2203.0
838,3,6,3,3,4,5,4,4,3,2202.0,2202.0,2202.0
839,6,9,3,10,9,10,10,9,10,2209.0,2209.0,2209.0
840,7,6,6,8,7,8,7,7,9,2201.0,2201.0,2201.0
841,2,5,2,1,2,0,3,3,1,2204.0,2204.0,2204.0
842,6,4,6,0,2,0,5,5,1,2210.0,2210.0,2210.0
843,8,4,7,3,4,2,7,8,3,2203.0,2203.0,2203.0
844,3,4,3,5,5,5,5,4,5,2202.0,2202.0,2202.0
845,4,3,4,8,10,10,9,4,10,2209.0,2209.0,2209.0
846,6,3,7,7,9,8,8,6,8,2201.0,2201.0,2201.0
847,3,6,4,2,3,1,3,4,2,2204.0,2204.0,2204.0
848,6,6,7,4,3,2,6,7,3,2210.0,2210.0,2210.0
849,9,6,8,4,6,5,6,9,6,2203.0,2203.0,2203.0
850,1,4,1,5,7,8,5,0,7,2202.0,2202.0,2202.0
851,1,1,0,10,10,10,10,0,10,2209.0,2209.0,2209.0
852,7,5,5,10,9,9,9,8,9,2201.0,2201.0,2201.0
853,2,2,2,3,7,1,3,1,2,2204.0,2204.0,2204.0
854,10,8,8,1,3,0,2,7,2,2210.0,2210.0,2210.0
855,9,4,9,2,3,3,7,8,2,2203.0,2203.0,2203.0
856,3,5,4,4,4,5,5,5,4,2202.0,2202.0,2202.0
857,6,8,8,9,10,10,9,7,9,2209.0,2209.0,2209.0
858,7,9,8,8,8,9,8,8,8,2201.0,2201.0,2201.0
859,2,3,2,2,1,2,4,4,1,2204.0,2204.0,2204.0
860,5,0,4,1,0,1,6,5,2,2210.0,2210.0,2210.0
861,7,6,3,3,3,4,8,8,2,2203.0,2203.0,2203.0
862,4,6,7,5,6,5,5,3,5,2202.0,2202.0,2202.0
863,5,8,8,8,10,9,10,2,10,2209.0,2209.0,2209.0
864,7,7,5,6,7,8,8,8,8,2201.0,2201.0,2201.0
865,3,3,7,3,4,1,4,4,1,2204.0,2204.0,2204.0
866,7,3,4,2,3,2,7,8,2,2210.0,2210.0,2210.0
867,0,10,0,10,10,10,10,10,10,2302.0,2302.0,2302.0
868,4,2,5,9,8,8,6,8,6,2308.0,2308.0,2308.0
869,2,1,2,3,5,3,1,2,3,2301.0,2301.0,2301.0
870,2,1,2,3,5,2,2,4,1,2311.0,2311.0,2311.0
871,4,0,5,5,5,3,5,5,0,2309.0,2309.0,2309.0
872,3,0,5,5,5,1,7,6,0,2314.0,2314.0,2314.0
873,9,5,8,7,8,8,7,8,8,2310.0,2310.0,2310.0
874,1,8,8,10,10,10,7,5,10,2302.0,2302.0,2302.0
875,1,8,10,10,10,10,9,5,10,2308.0,2308.0,2308.0
876,3,6,3,4,3,5,3,1,5,2301.0,2301.0,2301.0
877,4,6,3,4,2,4,3,1,5,2311.0,2311.0,2311.0
878,5,2,3,3,4,2,5,5,2,2309.0,2309.0,2309.0
879,6,2,3,2,3,1,5,5,0,2314.0,2314.0,2314.0
880,6,2,3,3,3,1,5,5,1,2310.0,2310.0,2310.0
881,2,8,7,9,9,8,8,3,8,2302.0,2302.0,2302.0
882,4,6,7,7,6,7,6,5,6,2308.0,2308.0,2308.0
883,4,5,7,5,5,5,2,6,4,2301.0,2301.0,2301.0
884,5,4,7,4,4,4,2,5,4,2311.0,2311.0,2311.0
885,4,2,7,4,5,5,4,4,5,2309.0,2309.0,2309.0
886,6,4,5,3,3,3,3,7,2,2314.0,2314.0,2314.0
887,1,6,3,3,4,4,2,3,4,2310.0,2310.0,2310.0
888,2,8,7,9,10,10,10,2,9,2302.0,2302.0,2302.0
889,3,7,8,9,10,10,10,2,9,2308.0,2308.0,2308.0
890,5,6,7,5,5,7,4,6,7,2301.0,2301.0,2301.0
891,4,5,9,5,4,6,3,3,5,2311.0,2311.0,2311.0
892,3,2,7,2,3,4,2,2,2,2309.0,2309.0,2309.0
893,7,3,5,2,3,4,3,8,2,2314.0,2314.0,2314.0
894,0,0,0,0,2,1,0,0,1,2310.0,2310.0,2310.0
895,0,10,9,9,10,10,1,1,10,2302.0,2302.0,2302.0
896,4,10,6,7,8,9,5,5,6,2308.0,2308.0,2308.0
897,4,3,2,5,7,6,4,5,6,2301.0,2301.0,2301.0
898,8,1,1,1,5,2,8,7,2,2311.0,2311.0,2311.0
899,6,1,1,3,6,4,7,7,4,2309.0,2309.0,2309.0
900,8,2,1,2,5,3,7,7,3,2314.0,2314.0,2314.0
901,1,8,1,9,7,7,8,2,9,2310.0,2310.0,2310.0
902,2,6,2,10,10,10,9,3,9,2302.0,2302.0,2302.0
903,2,6,3,10,10,10,9,3,9,2308.0,2308.0,2308.0
904,2,6,2,6,6,4,5,2,6,2301.0,2301.0,2301.0
905,3,5,3,3,4,3,2,3,4,2311.0,2311.0,2311.0
906,3,3,3,2,3,3,3,3,4,2309.0,2309.0,2309.0
907,3,4,3,2,4,2,3,3,4,2314.0,2314.0,2314.0
908,3,4,4,3,3,2,2,2,4,2310.0,2310.0,2310.0
909,3,8,6,10,10,10,9,6,10,2302.0,2302.0,2302.0
910,3,6,7,10,10,10,9,6,10,2308.0,2308.0,2308.0
911,2,5,9,4,3,2,2,3,1,2301.0,2301.0,2301.0
912,5,5,8,3,3,1,3,3,0,2311.0,2311.0,2311.0
913,2,0,8,3,4,2,5,2,4,2309.0,2309.0,2309.0
914,6,3,7,1,1,0,3,5,1,2314.0,2314.0,2314.0
915,5,5,5,6,4,2,5,5,2,2310.0,2310.0,2310.0
916,2,10,3,10,10,9,9,3,10,2302.0,2302.0,2302.0
917,2,9,3,10,10,10,9,3,10,2308.0,2308.0,2308.0
918,4,3,3,4,5,2,5,7,4,2301.0,2301.0,2301.0
919,6,3,3,2,4,1,5,9,2,2311.0,2311.0,2311.0
920,3,0,3,3,9,1,3,2,5,2309.0,2309.0,2309.0
921,8,2,3,1,3,1,5,9,1,2314.0,2314.0,2314.0
922,4,0,3,2,4,1,5,5,2,2310.0,2310.0,2310.0
923,0,8,4,10,10,8,10,0,9,2302.0,2302.0,2302.0
924,1,7,4,8,9,8,8,6,6,2308.0,2308.0,2308.0
925,1,6,3,5,5,3,3,4,4,2301.0,2301.0,2301.0
926,1,3,4,5,4,1,3,5,3,2311.0,2311.0,2311.0
927,1,0,5,5,6,4,3,4,5,2309.0,2309.0,2309.0
928,9,7,8,2,7,0,8,9,2,2314.0,2314.0,2314.0
929,5,3,4,2,5,0,5,7,1,2310.0,2310.0,2310.0
930,1,8,4,8,10,8,7,4,9,2302.0,2302.0,2302.0
931,3,6,2,9,8,7,6,2,8,2308.0,2308.0,2308.0
932,4,3,3,6,5,2,4,6,4,2301.0,2301.0,2301.0
933,8,3,7,3,0,0,4,8,0,2311.0,2311.0,2311.0
934,3,7,2,5,7,5,3,3,4,2309.0,2309.0,2309.0
935,9,3,6,3,3,1,3,7,2,2314.0,2314.0,2314.0
936,0,1,0,0,2,0,2,2,1,2310.0,2310.0,2310.0
937,9,9,8,9,10,9,10,6,8,2302.0,2302.0,2302.0
938,6,6,4,6,10,5,6,5,6,2308.0,2308.0,2308.0
939,6,6,3,4,6,3,4,4,4,2301.0,2301.0,2301.0
940,7,6,4,2,4,2,4,8,2,2311.0,2311.0,2311.0
941,4,3,3,2,6,2,4,4,2,2309.0,2309.0,2309.0
942,7,5,5,2,4,2,5,8,3,2314.0,2314.0,2314.0
943,9,7,10,10,8,5,9,9,5,2310.0,2310.0,2310.0
944,1,8,1,8,10,7,8,1,8,2302.0,2302.0,2302.0
945,3,6,2,7,10,6,8,2,7,2308.0,2308.0,2308.0
946,3,5,2,3,6,2,3,2,3,2301.0,2301.0,2301.0
947,6,5,3,1,3,1,3,3,2,2311.0,2311.0,2311.0
948,3,5,2,3,6,1,4,3,3,2309.0,2309.0,2309.0
949,7,4,6,1,3,0,4,4,2,2314.0,2314.0,2314.0
950,9,7,6,1,3,0,4,5,0,2310.0,2310.0,2310.0
951,0,10,0,10,10,10,8,1,10,2302.0,2302.0,2302.0
952,0,8,3,10,9,10,7,1,10,2308.0,2308.0,2308.0
953,5,0,6,5,2,3,5,7,0,2301.0,2301.0,2301.0
954,5,4,4,3,1,1,3,6,0,2311.0,2311.0,2311.0
955,6,4,4,3,1,1,3,5,0,2309.0,2309.0,2309.0
956,3,1,4,1,1,0,4,5,0,2314.0,2314.0,2314.0
957,6,0,5,2,2,0,4,5,0,2310.0,2310.0,2310.0
958,1,3,6,10,10,10,9,6,8,2302.0,2302.0,2302.0
959,4,9,2,10,10,10,10,7,10,2308.0,2308.0,2308.0
960,3,4,1,5,4,3,3,3,4,2301.0,2301.0,2301.0
961,6,2,1,2,2,0,2,3,1,2311.0,2311.0,2311.0
962,5,2,5,3,6,2,6,5,6,2309.0,2309.0,2309.0
963,2,1,1,0,1,0,2,2,1,2314.0,2314.0,2314.0
964,6,4,1,1,1,0,2,4,1,2310.0,2310.0,2310.0
965,3,7,5,10,10,10,10,5,10,2302.0,2302.0,2302.0
966,2,3,2,7,9,8,8,2,8,2308.0,2308.0,2308.0
967,2,2,2,2,6,2,3,2,1,2301.0,2301.0,2301.0
968,2,2,2,2,4,3,3,2,1,2311.0,2311.0,2311.0
969,2,0,2,2,6,1,2,2,0,2309.0,2309.0,2309.0
970,4,1,3,2,3,1,4,4,1,2314.0,2314.0,2314.0
971,9,8,9,10,10,7,10,9,7,2310.0,2310.0,2310.0
972,2,6,2,7,4,3,2,3,3,2410.0,2410.0,2410.0
973,4,5,4,6,5,4,6,6,5,2415.0,2415.0,2415.0
974,8,7,5,8,7,5,8,7,6,2416.0,2416.0,2416.0
975,7,7,6,3,2,0,7,7,1,2417.0,2417.0,2417.0
976,8,4,6,9,10,10,10,7,10,2406.0,2406.0,2406.0
977,3,5,0,6,5,6,4,3,7,2405.0,2405.0,2405.0
978,10,7,8,2,1,5,8,9,6,2412.0,2412.0,2412.0
979,7,5,6,3,3,5,6,6,5,2414.0,2414.0,2414.0
980,4,5,4,5,7,1,0,2,3,2402.0,2402.0,2402.0
981,5,5,4,4,4,4,4,3,6,2410.0,2410.0,2410.0
982,6,5,6,4,5,4,6,6,7,2415.0,2415.0,2415.0
983,6,5,8,7,8,5,7,7,8,2416.0,2416.0,2416.0
984,7,5,8,7,4,1,6,7,3,2417.0,2417.0,2417.0
985,7,5,8,7,10,9,9,7,10,2406.0,2406.0,2406.0
986,6,5,7,6,8,9,9,7,10,2405.0,2405.0,2405.0
987,9,5,9,8,7,1,7,8,5,2412.0,2412.0,2412.0
988,7,5,8,6,7,6,7,8,7,2414.0,2414.0,2414.0
989,5,5,4,6,5,5,3,4,8,2402.0,2402.0,2402.0
990,4,6,4,5,5,4,5,5,6,2410.0,2410.0,2410.0
991,3,6,5,6,5,5,4,3,5,2415.0,2415.0,2415.0
992,3,7,3,8,6,6,6,6,7,2416.0,2416.0,2416.0
993,5,5,6,6,3,2,7,7,2,2417.0,2417.0,2417.0
994,4,4,4,8,8,6,5,4,7,2406.0,2406.0,2406.0
995,3,6,7,7,8,7,4,4,8,2405.0,2405.0,2405.0
996,3,5,7,6,4,4,7,6,4,2412.0,2412.0,2412.0
997,3,4,5,5,8,5,5,4,6,2414.0,2414.0,2414.0
998,3,2,1,2,5,3,1,2,9,2402.0,2402.0,2402.0
999,4,6,4,6,6,9,4,3,7,2410.0,2410.0,2410.0
1000,3,6,4,5,9,6,5,4,6,2415.0,2415.0,2415.0
1001,6,4,6,7,9,7,7,7,8,2416.0,2416.0,2416.0
1002,4,3,3,4,6,0,4,4,1,2417.0,2417.0,2417.0
1003,6,5,6,8,10,10,8,6,9,2406.0,2406.0,2406.0
1004,7,7,7,6,9,7,5,7,8,2405.0,2405.0,2405.0
1005,7,4,7,5,6,1,6,8,3,2412.0,2412.0,2412.0
1006,1,8,2,6,9,9,5,3,8,2414.0,2414.0,2414.0
1007,4,7,3,6,7,2,4,3,4,2402.0,2402.0,2402.0
1008,2,4,2,3,4,4,4,3,3,2410.0,2410.0,2410.0
1009,8,4,8,9,10,8,6,7,8,2415.0,2415.0,2415.0
1010,3,8,4,9,10,10,9,6,10,2416.0,2416.0,2416.0
1011,2,3,2,2,6,0,4,4,0,2417.0,2417.0,2417.0
1012,7,5,8,9,10,10,9,8,10,2406.0,2406.0,2406.0
1013,7,4,7,8,8,9,6,7,10,2405.0,2405.0,2405.0
1014,8,6,7,7,6,3,7,8,6,2412.0,2412.0,2412.0
1015,1,2,2,2,2,0,2,2,0,2414.0,2414.0,2414.0
1016,1,5,2,5,5,6,3,2,7,2402.0,2402.0,2402.0
1017,1,8,2,7,8,9,2,4,9,2410.0,2410.0,2410.0
1018,7,7,7,3,8,6,6,7,4,2415.0,2415.0,2415.0
1019,7,7,7,3,8,6,7,7,6,2416.0,2416.0,2416.0
1020,7,7,7,3,8,2,8,8,3,2417.0,2417.0,2417.0
1021,7,7,7,3,8,7,8,8,8,2406.0,2406.0,2406.0
1022,7,5,7,3,8,7,7,8,7,2405.0,2405.0,2405.0
1023,7,7,7,3,8,7,7,8,6,2412.0,2412.0,2412.0
1024,7,7,6,3,8,7,7,8,6,2414.0,2414.0,2414.0
1025,1,9,2,8,3,9,1,2,9,2402.0,2402.0,2402.0
1026,3,5,4,5,6,6,5,5,5,2410.0,2410.0,2410.0
1027,6,5,4,5,7,6,6,6,8,2415.0,2415.0,2415.0
1028,6,5,6,5,6,7,6,5,6,2416.0,2416.0,2416.0
1029,6,5,6,5,6,4,4,7,5,2417.0,2417.0,2417.0
1030,5,5,5,10,10,10,9,5,9,2406.0,2406.0,2406.0
1031,5,2,5,7,6,7,6,5,6,2405.0,2405.0,2405.0
1032,8,5,8,5,5,4,5,7,4,2412.0,2412.0,2412.0
1033,4,9,3,5,5,5,3,4,5,2414.0,2414.0,2414.0
1034,3,6,1,5,5,3,5,4,3,2402.0,2402.0,2402.0
1035,6,7,7,6,5,5,5,7,8,2410.0,2410.0,2410.0
1036,6,3,2,8,5,8,6,7,7,2415.0,2415.0,2415.0
1037,8,8,7,7,6,10,6,6,2,2416.0,2416.0,2416.0
1038,5,6,0,9,6,5,7,9,4,2417.0,2417.0,2417.0
1039,7,8,8,9,10,8,10,7,3,2406.0,2406.0,2406.0
1040,7,8,7,6,9,8,6,7,6,2405.0,2405.0,2405.0
1041,5,6,5,7,5,6,8,9,8,2412.0,2412.0,2412.0
1042,5,2,1,5,6,5,7,8,7,2414.0,2414.0,2414.0
1043,6,8,6,6,6,5,4,6,7,2402.0,2402.0,2402.0
1044,0,10,3,6,8,9,2,3,7,2410.0,2410.0,2410.0
1045,10,10,7,5,9,8,9,7,5,2415.0,2415.0,2415.0
1046,5,10,4,7,9,8,8,4,8,2416.0,2416.0,2416.0
1047,4,5,3,1,0,0,5,5,1,2417.0,2417.0,2417.0
1048,5,7,6,9,10,10,9,4,8,2406.0,2406.0,2406.0
1049,5,10,6,7,8,7,6,5,7,2405.0,2405.0,2405.0
1050,5,8,6,4,3,4,7,6,4,2412.0,2412.0,2412.0
1051,5,7,6,6,7,5,6,7,6,2414.0,2414.0,2414.0
1052,5,7,4,7,8,5,1,2,7,2402.0,2402.0,2402.0
1053,2,5,3,7,7,7,3,7,6,2410.0,2410.0,2410.0
1054,5,3,5,7,7,6,5,3,5,2415.0,2415.0,2415.0
1055,3,10,7,10,8,8,8,8,9,2416.0,2416.0,2416.0
1056,5,8,4,1,4,2,4,4,2,2417.0,2417.0,2417.0
1057,3,7,8,6,10,10,8,8,8,2406.0,2406.0,2406.0
1058,6,8,7,4,7,7,5,5,7,2405.0,2405.0,2405.0
1059,7,7,6,3,5,3,6,5,3,2412.0,2412.0,2412.0
1060,6,5,8,7,8,6,5,5,6,2414.0,2414.0,2414.0
1061,5,3,4,5,5,3,3,6,3,2402.0,2402.0,2402.0
1062,6,5,3,6,5,7,4,4,6,2410.0,2410.0,2410.0
1063,4,4,3,5,3,3,4,4,4,2415.0,2415.0,2415.0
1064,8,8,3,8,8,9,8,6,7,2416.0,2416.0,2416.0
1065,6,1,2,2,2,1,5,4,2,2417.0,2417.0,2417.0
1066,7,4,4,9,10,9,9,6,8,2406.0,2406.0,2406.0
1067,7,4,4,7,6,8,6,5,8,2405.0,2405.0,2405.0
1068,5,6,5,5,3,3,6,6,5,2412.0,2412.0,2412.0
1069,4,4,6,5,4,4,2,3,5,2414.0,2414.0,2414.0
1070,9,7,2,5,4,5,3,2,7,2402.0,2402.0,2402.0
1071,2,8,3,7,5,9,3,2,8,2410.0,2410.0,2410.0
1072,4,7,5,7,8,7,4,2,7,2415.0,2415.0,2415.0
1073,4,6,6,6,7,7,6,4,7,2416.0,2416.0,2416.0
1074,8,4,5,2,2,1,7,7,2,2417.0,2417.0,2417.0
1075,5,6,7,7,10,9,8,2,8,2406.0,2406.0,2406.0
1076,6,7,6,7,4,8,6,2,6,2405.0,2405.0,2405.0
1077,7,5,6,3,3,2,7,6,3,2412.0,2412.0,2412.0
1078,7,5,5,4,4,4,7,7,5,2414.0,2414.0,2414.0
1079,2,7,3,7,8,8,2,3,6,2402.0,2402.0,2402.0
1080,3,9,6,7,6,6,7,2,8,2507.0,2507.0,2507.0
1081,8,9,9,8,8,8,9,7,9,2506.0,2506.0,2506.0
1082,1,6,1,2,3,1,1,1,1,2501.0,2501.0,2501.0
1083,10,10,10,0,2,0,9,9,0,2518.0,2518.0,2518.0
1084,4,7,4,8,9,10,8,2,10,2511.0,2511.0,2511.0
1085,7,8,7,9,10,10,10,7,9,2515.0,2515.0,2515.0
1086,3,10,4,9,10,9,2,2,8,2516.0,2516.0,2516.0
1087,5,6,5,4,4,3,4,4,6,2521.0,2521.0,2521.0
1088,5,1,2,2,3,2,2,2,2,2522.0,2522.0,2522.0
1089,2,1,1,0,2,0,1,2,0,2523.0,2523.0,2523.0
1090,3,7,4,8,8,8,6,3,10,2507.0,2507.0,2507.0
1091,6,7,4,6,7,6,7,7,8,2506.0,2506.0,2506.0
1092,2,3,2,1,4,1,2,2,2,2501.0,2501.0,2501.0
1093,8,3,8,0,3,0,7,8,0,2518.0,2518.0,2518.0
1094,3,7,2,9,9,8,4,4,9,2511.0,2511.0,2511.0
1095,4,8,3,9,8,9,5,5,9,2515.0,2515.0,2515.0
1096,3,8,4,8,8,8,5,5,8,2516.0,2516.0,2516.0
1097,4,6,5,8,8,9,5,5,8,2521.0,2521.0,2521.0
1098,3,1,5,2,8,2,4,5,3,2522.0,2522.0,2522.0
1099,3,3,4,1,3,0,4,6,0,2523.0,2523.0,2523.0
1100,2,7,2,7,10,9,3,4,9,2507.0,2507.0,2507.0
1101,7,8,5,4,4,5,7,8,5,2506.0,2506.0,2506.0
1102,1,3,1,1,2,2,2,1,1,2501.0,2501.0,2501.0
1103,10,8,10,1,1,1,6,10,2,2518.0,2518.0,2518.0
1104,0,10,0,9,10,10,9,1,10,2511.0,2511.0,2511.0
1105,4,6,5,8,8,10,8,6,9,2515.0,2515.0,2515.0
1106,6,3,6,3,4,5,5,7,5,2516.0,2516.0,2516.0
1107,0,10,0,10,10,10,10,4,10,2521.0,2521.0,2521.0
1108,4,5,5,6,7,7,6,6,8,2522.0,2522.0,2522.0
1109,4,8,5,4,8,5,5,2,5,2523.0,2523.0,2523.0
1110,4,5,5,7,7,9,3,6,8,2507.0,2507.0,2507.0
1111,6,6,5,5,5,5,7,5,6,2506.0,2506.0,2506.0
1112,5,6,4,5,4,4,3,5,4,2501.0,2501.0,2501.0
1113,8,5,6,0,4,1,8,8,1,2518.0,2518.0,2518.0
1114,4,5,3,8,7,9,9,4,10,2511.0,2511.0,2511.0
1115,5,6,5,9,7,9,8,5,9,2515.0,2515.0,2515.0
1116,5,6,5,5,6,8,5,5,6,2516.0,2516.0,2516.0
1117,7,4,7,2,5,4,6,8,4,2521.0,2521.0,2521.0
1118,7,6,7,6,8,7,7,8,6,2522.0,2522.0,2522.0
1119,3,4,2,5,5,3,8,8,7,2523.0,2523.0,2523.0
1120,4,4,7,5,5,8,7,3,9,2507.0,2507.0,2507.0
1121,7,6,5,7,5,8,8,8,9,2506.0,2506.0,2506.0
1122,2,6,8,1,5,1,2,3,2,2501.0,2501.0,2501.0
1123,9,6,3,1,5,1,5,8,1,2518.0,2518.0,2518.0
1124,4,6,8,7,5,9,7,3,10,2511.0,2511.0,2511.0
1125,3,6,8,7,9,9,7,3,10,2515.0,2515.0,2515.0
1126,6,6,6,5,5,5,4,5,5,2516.0,2516.0,2516.0
1127,3,6,8,7,10,5,9,3,10,2521.0,2521.0,2521.0
1128,7,10,8,10,10,10,8,8,10,2522.0,2522.0,2522.0
1129,2,3,2,2,2,4,2,3,1,2523.0,2523.0,2523.0
1130,2,5,5,7,6,8,4,4,7,2507.0,2507.0,2507.0
1131,7,5,6,5,5,5,6,6,6,2506.0,2506.0,2506.0
1132,2,3,2,3,5,2,3,2,3,2501.0,2501.0,2501.0
1133,8,7,8,4,3,4,7,8,4,2518.0,2518.0,2518.0
1134,3,5,3,7,8,10,4,3,9,2511.0,2511.0,2511.0
1135,5,7,3,7,7,7,4,5,7,2515.0,2515.0,2515.0
1136,7,5,6,3,5,5,5,6,5,2516.0,2516.0,2516.0
1137,3,6,3,8,9,10,6,4,8,2521.0,2521.0,2521.0
1138,5,2,5,5,2,5,6,5,5,2522.0,2522.0,2522.0
1139,4,5,5,5,7,3,6,6,4,2523.0,2523.0,2523.0
1140,3,7,7,10,10,10,4,5,10,2507.0,2507.0,2507.0
1141,4,6,6,7,6,4,7,7,4,2506.0,2506.0,2506.0
1142,2,3,1,5,7,2,2,3,3,2501.0,2501.0,2501.0
1143,8,7,3,4,3,1,8,8,2,2518.0,2518.0,2518.0
1144,0,5,0,10,10,10,0,1,10,2511.0,2511.0,2511.0
1145,1,5,1,10,9,9,3,1,9,2515.0,2515.0,2515.0
1146,7,7,6,4,5,7,5,6,6,2516.0,2516.0,2516.0
1147,0,5,0,10,10,10,0,1,10,2521.0,2521.0,2521.0
1148,5,4,6,6,5,5,6,7,4,2522.0,2522.0,2522.0
1149,1,3,1,7,5,3,8,1,3,2523.0,2523.0,2523.0
1150,3,5,3,7,8,7,3,3,8,2507.0,2507.0,2507.0
1151,4,5,3,5,7,5,6,4,6,2506.0,2506.0,2506.0
1152,2,4,3,3,4,3,2,2,3,2501.0,2501.0,2501.0
1153,7,6,6,3,4,3,7,7,2,2518.0,2518.0,2518.0
1154,2,6,3,8,8,8,4,3,9,2511.0,2511.0,2511.0
1155,3,6,3,8,7,8,5,4,7,2515.0,2515.0,2515.0
1156,5,6,5,5,5,5,6,5,5,2516.0,2516.0,2516.0
1157,1,6,2,8,9,9,2,2,9,2521.0,2521.0,2521.0
1158,3,3,4,6,4,4,3,3,2,2522.0,2522.0,2522.0
1159,3,3,4,4,4,4,3,3,3,2523.0,2523.0,2523.0
1160,1,6,7,8,5,9,7,2,8,2507.0,2507.0,2507.0
1161,5,5,5,5,5,8,8,6,7,2506.0,2506.0,2506.0
1162,2,5,7,5,5,3,2,2,4,2501.0,2501.0,2501.0
1163,8,5,3,2,3,2,2,8,3,2518.0,2518.0,2518.0
1164,3,5,3,7,7,9,9,2,10,2511.0,2511.0,2511.0
1165,3,5,3,8,7,8,9,3,10,2515.0,2515.0,2515.0
1166,3,5,5,9,9,8,7,3,10,2516.0,2516.0,2516.0
1167,8,5,7,7,7,8,9,8,9,2521.0,2521.0,2521.0
1168,7,8,5,1,5,1,5,8,4,2522.0,2522.0,2522.0
1169,5,6,6,3,3,3,7,6,3,2523.0,2523.0,2523.0
1170,5,5,6,8,4,8,6,8,8,2507.0,2507.0,2507.0
1171,7,5,7,7,3,9,7,9,7,2506.0,2506.0,2506.0
