"","econ_interven","environment","redistribution","civlib_laworder","immigrate_policy","sociallifestyle","lrgen","lrecon","galtan","party_id","RC1","RC2"
"2186",2,4,0,6,5,2,3,3,4,1401,-0.0596575552901887,-1.42477513098633
"2187",7,5,6,6,3,4,7,7,5,1402,-0.419431743212648,0.877556057700405
"2188",10,7,10,6,3,4,9,9,4,1402,-0.522474617026856,2.40678095280864
"2189",7,5,6,5,4,3,7,8,5,1402,-0.528452908502361,0.927774336231328
"2190",7,6,6,6,5,5,7,7,5,1402,-0.013877480506926,0.83430773117366
"2191",10,5,10,9,2,4,9,10,2,1402,-0.464323797464271,2.28261176697927
"2192",5,6,7,6,3,4,8,8,6,1402,-0.263825672690052,0.683587682526721
"2193",2,2,6,6,7,2,6,6,5,1402,-0.203995272232015,-0.267306626910805
"2194",6,3,5,7,5,3,7,6,6,1402,-0.286261130739652,0.377177787291581
"2195",8,6,9,6,5,5,8,8,5,1402,-0.157729416257429,1.67158864718938
"2196",9,7,7,8,8,7,7,8,7,1402,0.697131416895706,1.31640734786939
"2197",7,6,7,8,3,3,9,9,5,1402,-0.242691770407511,1.09401208239161
"2198",8,9,2,8,6,2,8,8,4,1402,0.340963532286239,0.342647910933144
"2199",8,6,8,6,3,6,8,8,6,1402,-0.237989274151244,1.45859493696512
"2200",8,7,7,6,5,5,8,8,6,1402,-0.00907054257546612,1.28406405668451
"2201",5,6,5,5,6,7,5,5,8,1403,0.32057537114247,0.133378360056083
"2202",5,6,4,6,5,5,5,6,6,1403,0.149045646700581,-0.00997941314105565
"2203",7,7,7,7,5,7,7,7,9,1403,0.36181756013071,0.964768808441462
"2204",4,6,6,7,7,4,7,7,8,1403,0.361167704023879,0.167573838944643
"2205",2,8,0,7,6,3,5,5,7,1403,0.609808018709227,-1.39726041689587
"2206",5,8,6,6,7,7,6,6,7,1403,0.682393397396426,0.351379298456396
"2207",8,7,7,8,6,7,7,8,6,1403,0.532027391857235,1.13455046843379
"2208",6,7,5,6,6,7,6,6,7,1403,0.469368503119784,0.347131783798192
"2209",5,3,4,7,5,5,6,5,8,1403,0.00303115006741973,-0.121251903041086
"2210",6,2,4,6,5,2,5,6,4,1403,-0.558040812775629,0.208573650936124
"2211",6,5,5,5,5,4,6,6,6,1403,-0.235390785012524,0.451128694590025
"2212",5,8,5,6,5,7,5,7,6,1403,0.498218180900951,0.176528647319796
"2213",3,7,6,3,4,3,6,6,5,1403,-0.380432411255378,0.181568701704718
"2214",7,8,5,7,6,7,6,5,7,1403,0.618161635097097,0.560885207540301
"2215",0,9,0,1,1,1,1,3,1,1404,-0.626393496155118,-1.47011091480462
"2216",3,3,2,3,2,1,2,2,2,1404,-1.0239267928749,-0.650152860458075
"2217",2,3,2,2,3,2,1,1,2,1404,-0.874850863430916,-0.890795600330639
"2218",2,0,1,0,0,0,1,0,0,1404,-1.85892951896473,-0.998970923276992
"2219",3,4,2,3,4,3,2,2,3,1404,-0.514457171567519,-0.731544246072475
"2220",0,2,0,3,3,0,1,1,1,1404,-0.893235946989463,-1.71484360966309
"2221",2,3,2,3,3,2,3,2,3,1404,-0.762059855458437,-0.919229830170198
"2222",0,0,0,3,1,0,1,1,1,1404,-1.28114335262874,-1.73735109557749
"2223",0,2,0,0,1,1,1,1,0,1404,-1.34306401487409,-1.63496595843949
"2224",3,4,3,3,4,3,2,3,2,1404,-0.545652357640894,-0.523975574143295
"2225",1,2,0,2,1,0,1,1,0,1404,-1.27166373506117,-1.43911645880278
"2226",2,4,1,2,1,1,2,2,1,1404,-1.07667293699284,-0.999890439026093
"2227",1,2,2,1,2,1,2,2,2,1404,-1.23524455529431,-1.0500469545888
"2228",0,2,0,3,5,1,1,1,3,1404,-0.573950185818954,-1.78570468954333
"2229",7,9,7,10,10,10,7,7,10,1405,1.72289966934567,0.73846739638535
"2230",6,10,5,9,10,8,8,6,10,1405,1.60120319538222,0.241088253667171
"2231",6,9,5,8,9,8,6,6,9,1405,1.2944584845901,0.25826874054953
"2232",6,7,5,8,9,8,8,6,8,1405,1.12192148151967,0.203043233842548
"2233",6,4,2,10,10,5,6,5,8,1405,0.978222676558564,-0.461299334817908
"2234",5,9,8,7,9,9,8,8,8,1405,1.24226365452954,0.656691026860797
"2235",5,8,5,10,10,8,7,7,8,1405,1.59172357781465,-0.0571463831075461
"2236",7,10,5,10,10,10,9,7,9,1405,1.87155854302764,0.350942805880479
"2237",6,9,5,10,10,9,7,5,9,1405,1.73164106042114,0.146898211386467
"2238",6,8,6,8,10,9,8,7,9,1405,1.3885953568676,0.383722589641274
"2239",8,10,9,10,10,10,10,9,10,1405,1.69651142120376,1.39579239382538
"2240",4,8,5,8,10,8,9,7,10,1405,1.41640793940007,-0.214852823656606
"2241",5,9,5,9,10,6,6,6,7,1405,1.35737035417406,0.0751867182608134
"2242",3,10,2,10,10,5,7,4,8,1405,1.64663281836098,-0.939347515381495
"2243",4,NA,4,3,2,1,7,7,1,1406,-1.14952381778231,-0.0245825293745608
"2244",4,5,5,5,2,1,6,6,4,1406,-0.769659709610019,0.185485102585507
"2245",6,4,6,3,1,0,6,6,0,1406,-1.42483872811041,0.905961350780614
"2246",7,5,6,3,1,2,6,6,3,1406,-1.18100588690225,1.07186288618697
"2247",6,5,7,4,1,2,6,6,2,1406,-1.04914368747277,1.03642242804842
"2248",6,3,2,6,3,2,5,7,2,1406,-0.624752341662515,-0.146232918776165
"2249",5,2,4,4,2,2,5,5,3,1406,-1.05641205504348,0.0999442415759355
"2250",6,4,5,4,2,2,6,7,3,1406,-0.965336615576809,0.577313320440274
"2251",6,4,6,2,3,1,6,6,2,1406,-1.21834397491238,0.863534500739937
"2252",6,5,4,4,4,3,7,6,3,1406,-0.528587166797712,0.326496321984349
"2253",6,9,1,2,1,1,6,5,4,1406,-0.846395939438285,-0.00352707134593068
"2254",6,5,5,3,4,4,6,6,3,1406,-0.568658002241906,0.524356164665433
"2255",6,2,6,6,3,3,7,8,4,1406,-0.731886228889569,0.61828595649941
"2256",5,3,5,4,3,0,5,6,4,1406,-1.10148425550054,0.395052774637626
"2257",3,1,3,2,3,0,3,3,1,1408,-1.33668014730841,-0.447591416704953
"2258",4,1,3,2,0,1,3,3,1,1408,-1.60608677009041,-0.222082544375559
"2259",2,0,0,1,1,0,2,2,1,1408,-1.60725812363445,-1.25133283544202
"2260",4,1,4,2,2,1,3,4,1,1408,-1.42191155359493,-0.0472318932389598
"2261",5,1,4,2,1,1,4,5,1,1408,-1.57986313240974,0.183702017385508
"2262",6,0,4,2,0,0,5,5,0,1408,-1.92799857136141,0.42516623374414
"2263",4,2,3,3,1,2,4,4,3,1408,-1.19542670069663,-0.277406090345573
"2264",3,1,3,1,1,1,4,6,1,1408,-1.56092619924808,-0.424582225160468
"2265",4,1,3,3,2,2,4,4,2,1408,-1.17401000094742,-0.321377854095354
"2266",5,2,5,2,2,1,5,6,1,1408,-1.41710461566347,0.402524432271888
"2267",3,0,2,1,0,0,4,4,0,1408,-1.82760007459601,-0.605261580959194
"2268",0,10,0,1,0,0,4,3,0,1408,-0.751725554505988,-1.38799609196718
"2269",5,2,3,3,3,0,4,5,0,1408,-1.23815339286148,-0.0192630927346664
"2270",4,2,3,1,2,1,3,4,1,1408,-1.41723887395882,-0.198753581975091
"2271",5,5,5,5,3,8,5,6,9,1409,0.0151666243556422,0.116699578803809
"2272",5,5,4,6,6,8,5,5,9,1409,0.48220842225477,-0.168380354153802
"2273",1,9,0,5,6,5,7,3,9,1409,0.72859159903318,-1.60364022226675
"2274",5,7,3,8,5,9,7,6,9,1409,0.907752784660763,-0.399376027746483
"2275",5,5,5,5,6,9,6,5,7,1409,0.442137586810576,0.0294794885272822
"2276",3,NA,4,5,4,7,7,5,9,1409,0.137724132942258,-0.502376757893385
"2277",9,7,8,9,8,10,9,8,9,1409,1.09047331459979,1.38111261269604
"2278",6,6,7,8,8,9,8,7,10,1409,0.969492765154947,0.568783775656054
"2279",6,7,6,8,7,9,8,7,8,1409,0.97927125147911,0.405186867476654
"2280",5,6,6,7,7,8,8,8,9,1409,0.726562760900137,0.2295765028222
"2281",6,5,5,5,4,8,7,5,8,1409,0.0725854481096884,0.314915468635695
"2282",4,5,5,7,5,9,5,5,8,1409,0.610300779001487,-0.225604860983722
"2283",3,5,5,4,NA,9,7,5,9,1409,0.332962652742872,-0.356512972732852
"2284",4,7,4,7,6,10,7,5,10,1409,1.02563352803137,-0.432450095689867
"2285",0,1,0,3,1,1,2,1,1,601,-1.09095949249187,-1.74788140131166
"2286",1,8,2,2,3,2,2,2,3,601,-0.393241978224471,-0.967306733791363
"2287",0,NA,0,2,4,3,1,0,5,601,-0.439939225262676,-1.77025588678186
"2288",1,2,0,3,3,1,1,1,5,601,-0.839586965918182,-1.53841176852257
"2289",3,6,2,2,3,1,1,2,7,601,-0.770227094957314,-0.555239380954335
"2290",0,2,0,0,4,1,0,1,2,601,-1.02000841102082,-1.68404298962836
"2291",0,3,0,2,2,0,2,2,2,601,-1.02744365471115,-1.64243761607375
"2292",0,5,0,6,6,4,0,0,5,601,0.442659619793525,-1.91895730666079
"2293",4,2,2,3,2,1,3,3,3,602,-1.16046167194049,-0.463190713583389
"2294",0,6,2,1,4,0,3,4,3,602,-0.728449127655892,-1.14874580310794
"2295",4,4,2,1,3,2,4,4,3,602,-1.00190612492894,-0.405598816681235
"2296",4,7,4,4,6,2,4,4,3,602,-0.144062364699338,-0.0420029334699499
"2297",3,3,2,2,0,0,4,3,2,602,-1.45600356201789,-0.550857550738281
"2298",5,6,4,3,3,2,3,3,7,602,-0.716443855590683,0.222470474433167
"2299",0,2,1,2,1,0,1,2,0,602,-1.25259254360417,-1.44612268710177
"2300",1,2,1,0,3,0,2,2,1,602,-1.31307053451065,-1.20739734798706
"2301",5,9,4,3,3,1,4,4,7,605,-0.561553709586702,0.343451793581294
"2302",3,3,3,2,4,1,3,3,2,605,-0.952542584351904,-0.446867979481917
"2303",0,0,2,0,2,0,2,3,0,605,-1.5742215474085,-1.25327007259675
"2304",5,0,3,1,1,1,3,3,1,605,-1.74772745584405,-0.0230451780576045
"2305",4,1,4,2,2,2,3,3,2,605,-1.31799619499327,-0.0853749523266148
"2306",3,0,2,0,0,0,3,3,1,605,-1.94039108256848,-0.576827351119635
"2307",1,0,0,0,0,0,0,1,0,605,-1.77746795536098,-1.42111449543435
"2308",0,0,1,2,1,0,2,3,0,605,-1.42512954667459,-1.50134819380875
"2309",9,8,7,7,10,9,9,10,9,609,1.09381003023061,1.26345019209454
"2310",7,7,6,6,7,6,7,7,7,609,0.391676782198796,0.791059404646914
"2311",6,4,8,8,7,8,8,8,3,609,0.554160016125061,0.775629010362198
"2312",8,5,8,6,6,5,7,7,8,609,-0.105117530434843,1.42004821151042
"2313",9,8,7,9,8,9,8,8,7,609,1.10402164360672,1.23929975320801
"2314",1,9,7,9,8,8,8,7,7,609,1.4885058067833,-0.411543636176264
"2315",9,10,9,8,8,9,8,10,7,609,1.10137726655791,1.73809683361291
"2316",6,7,7,8,9,7,8,8,7,609,0.955615750771266,0.656323636788564
"2317",1,8,1,10,10,9,10,10,10,610,2.02148519083132,-1.78386373082463
"2318",4,8,7,9,10,6,10,6,6,610,1.25897785802248,0.248136408537506
"2319",5,9,6,9,10,7,10,4,8,610,1.43009052670235,0.244612331102339
"2320",4,7,5,10,10,8,10,7,10,610,1.55572145380981,-0.299334036689214
"2321",5,7,3,8,9,8,8,9,9,610,1.2345782311968,-0.42666901024399
"2322",2,8,2,10,10,10,10,10,10,610,2.04393898582923,-1.39986321775493
"2323",4,4,5,8,10,7,10,5,4,610,0.967418574657558,-0.287160777982913
"2324",6,7,3,10,10,7,10,4,8,610,1.41366371229415,-0.247178521003565
"2326",2,3,2,3,3,1,5,5,4,613,-0.865975214060097,-0.881086771082543
"2327",6,8,NA,8,7,6,6,6,5,613,0.742875362083664,0.619877833268323
"2328",6,5,5,5,5,4,5,5,6,613,-0.235390785012524,0.451128694590025
"2329",6,6,6,3,7,1,7,8,4,613,-0.502275158731772,0.824889736022198
"2330",9,10,9,6,6,6,7,8,4,613,0.34867877223913,1.94211249134757
"2331",7,6,7,1,2,3,5,5,2,613,-1.13991402749929,1.30941070166482
"2332",5,5,6,6,5,7,7,6,5,613,0.208217490221936,0.301259059188504
"2333",3,6,2,3,4,1,2,2,8,627,-0.549750885700411,-0.600032621190184
"2334",1,3,1,2,4,1,2,1,5,627,-0.789619457144398,-1.29115512379663
"2335",0,5,0,0,0,0,0,0,1,627,-1.29585907015453,-1.49762562889507
"2336",1,4,0,5,5,3,1,1,3,627,-0.0182668271306297,-1.6490588604626
"2337",0,0,0,0,9,0,0,0,0,627,-0.758034766270777,-1.78292048922914
"2338",0,0,0,2,4,0,2,1,2,627,-1.07087875674794,-1.75799389692681
"2339",0,8,0,2,3,NA,1,0,4,627,-0.280585228547343,-1.5970189778779
"2340",2,5,2,1,3,2,2,2,2,627,-0.815104868332969,-0.807135863784099
"2341",8,9,7,10,10,9,10,8,10,628,1.56871793321364,0.991185355701181
"2342",5,9,6,9,10,8,10,4,8,628,1.53400588530401,0.206469272014684
"2343",NA,NA,7,10,10,9,9,7,9,628,1.54888261599188,0.719572742420636
"2345",5,5,5,8,8,8,8,9,9,628,0.891965654695202,-0.0503981626963198
"2347",5,3,7,8,8,8,8,7,3,628,0.657038279478026,0.30951367445506
"2349",6,4,6,6,6,5,7,7,7,626,-0.0284629047625492,0.54814831384221
"2350",6,7,6,8,5,2,6,6,4,626,0.0364933386986455,0.704906301882821
"2352",7,4,7,3,1,2,6,6,2,626,-1.29846957451084,1.25181880476266
"2353",6,7,5,5,8,3,6,6,4,626,0.156286463309517,0.49542022919579
"2355",5,5,5,6,7,1,7,7,1,626,-0.168709072745795,0.289830720992673
"2356",1,4,6,8,7,2,6,6,1,626,0.244390124313748,-0.483524480111118
"2357",8,8,8,9,5,6,6,6,7,301,0.488291155405468,1.39579973336085
"2358",4,5,2,3,3,4,4,4,4,302,-0.48222489024545,-0.511140641182172
"2359",10,9,10,2,3,3,7,7,4,303,-0.905017004448004,2.61388643796151
"2360",2,0,3,2,2,1,4,4,1,304,-1.37645211399601,-0.711563118977985
"2361",0,5,0,0,6,1,1,1,5,306,-0.545832503846326,-1.63392275036047
"2362",8,8,9,9,8,8,8,8,8,308,0.987982290388686,1.47800525592585
"2363",9,10,6,10,10,9,10,10,10,310,1.63591524329185,1.02580433735367
"2366",5,7,6,6,6,5,6,6,5,301,0.280608977373469,0.416411673674505
"2367",3,6,4,4,5,3,4,4,4,302,-0.183834331386938,-0.305974635742982
"2368",8,NA,8,2,7,3,7,8,4,303,-0.492516925326747,1.6461764700193
"2369",2,2,3,1,3,1,3,3,2,304,-1.20902091761364,-0.644262392827735
"2370",0,4,0,1,5,1,2,2,3,306,-0.626995198693485,-1.67361072315723
"2371",5,8,6,7,7,6,7,6,6,308,0.691269046767245,0.361088127704492
"2372",NA,8,4,9,10,8,9,5,8,310,1.54531422018681,-0.386483255356892
"2375",5,6,6,4,5,4,6,6,7,301,-0.242842099992786,0.500169449484078
"2376",4,6,4,3,4,3,4,4,4,302,-0.45457691817422,-0.046606495278956
"2377",7,6,9,2,6,2,6,7,4,303,-0.762687945137519,1.66882083318611
"2378",2,2,4,1,1,1,3,3,0,304,-1.45558650625587,-0.403975700105974
"2379",2,6,2,3,4,3,1,1,4,306,-0.291653790966714,-0.890893639593671
"2380",5,6,6,4,7,4,7,8,8,308,-0.0274716974239364,0.467451428691497
"2381",5,9,5,8,10,5,10,10,10,310,1.14066398759993,0.141764007188027
"2384",3,6,5,7,5,6,6,6,6,301,0.435089582262101,-0.298137830595443
"2385",2,3,2,5,3,2,4,4,2,302,-0.53647783951348,-0.976098289849315
"2386",9,10,10,5,5,4,6,9,5,303,-0.110823340294467,2.27076052168791
"2387",2,1,3,1,1,1,3,4,0,304,-1.51065982171771,-0.639157125388645
"2388",0,6,0,1,4,2,2,1,4,306,-0.458228038305824,-1.64016926514161
"2389",5,5,8,8,7,8,8,7,7,308,0.690694895190653,0.588666863487512
"2390",6,10,5,9,10,10,9,7,9,310,1.80903391258554,0.164802135491861
"2391",4,NA,3,1,NA,1,3,3,2,311,-1.35476942316309,-0.204171811837887
"2393",7,7,6,7,4,5,6,6,5,301,0.0774968277163413,0.849845265083882
"2394",3,7,3,3,1,3,3,3,3,302,-0.609902456888528,-0.392060282893952
"2395",9,4,9,3,7,6,7,8,4,303,-0.399620059605162,1.84537965034901
"2396",2,10,2,2,0,1,3,3,1,304,-0.697942315139357,-0.610286236579678
"2397",0,5,0,3,3,2,2,1,3,306,-0.426599725180504,-1.70829146777793
"2398",7,5,8,10,8,8,8,6,8,308,0.923429357359278,0.944589193868458
"2399",NA,2,6,10,10,10,9,7,10,310,1.24069482422724,-0.0486253694289846
"2402",4,6,6,7,6,6,5,5,6,301,0.461313219942772,0.107646731165624
"2403",1,4,3,4,3,3,3,3,4,302,-0.440013795892082,-0.965200594042918
"2404",9,8,9,2,6,1,6,7,3,303,-0.794599055729509,2.1913391994371
"2405",3,1,4,2,1,1,3,3,1,304,-1.47933037734898,-0.245447783070847
"2406",0,4,1,4,2,2,1,1,5,306,-0.538957606101038,-1.54041076864551
"2407",4,7,4,8,8,8,6,5,8,308,1.14596422136938,-0.417316228146696
"2408",5,10,5,9,10,10,9,6,10,310,1.85930029011592,-0.0497727647363161
"2409",2,4,3,1,4,1,3,2,2,311,-0.928798713258791,-0.605395896517045
"2411",7,4,6,6,5,5,6,6,6,301,-0.186414483577352,0.779082224466678
"2412",2,2,2,2,3,1,3,3,2,302,-1.06503472356779,-0.880265294596475
"2413",10,7,9,3,6,1,7,9,3,303,-0.818342926822622,2.34986711647223
"2414",4,0,3,1,1,0,3,3,1,304,-1.80137643691533,-0.199477019198127
"2415",0,4,0,2,2,1,1,1,2,306,-0.83725979457428,-1.65296792180792
"2416",6,4,5,9,8,7,8,5,8,308,0.76430642500043,0.146272813426463
"2417",7,8,7,10,10,9,10,8,10,310,1.5327158092088,0.748997702119514
"2429",7,5,7,6,6,5,6,6,5,301,-0.0236559668310893,0.997904639353059
"2430",4,5,5,4,4,3,4,4,3,302,-0.45924959781033,0.104915193457175
"2431",9,7,9,6,7,4,7,8,4,303,-0.0102722482854041,1.91920133906612
"2432",5,3,5,3,2,2,4,5,1,304,-1.11412974755412,0.363559896698165
"2433",3,4,2,3,2,2,2,2,2,306,-0.833742932738027,-0.66068316619224
"2434",7,5,7,7,7,6,7,6,6,308,0.300735601027473,0.914968340029555
"2435",9,9,6,9,10,8,9,6,9,310,1.33294037518249,1.06476887292739
"2438",4,4,6,7,7,2,6,7,4,301,-0.0192000162498665,0.188634450412972
"2439",3,3,3,6,5,0,3,3,2,302,-0.497608709779224,-0.538820850148787
"2440",8,7,8,5,7,0,7,8,2,303,-0.457263127060767,1.67806423309894
"2441",0,0,4,4,3,0,3,3,1,304,-1.07776268638091,-0.968228658492912
"2442",0,2,0,4,3,0,1,1,2,306,-0.780444939016984,-1.74327783950265
"2443",4,4,6,8,8,5,8,7,7,308,0.513022268812015,0.0294120329141578
"2444",6,10,6,10,10,7,10,6,10,310,1.57888365867966,0.458365754844448
"2447",7,7,7,7,9,7,7,7,6,301,0.792558365268409,0.8993327668563
"2448",3,4,5,6,6,5,4,4,4,302,0.153531413901961,-0.303145058771501
"2449",9,8,7,8,9,4,8,8,3,303,0.579339043910366,1.44209026808955
"2450",4,2,3,2,2,2,3,4,2,304,-1.20053250738469,-0.265330870902305
"2451",2,4,4,5,4,5,2,2,4,306,-0.0931684330356137,-0.664136380296719
"2452",8,8,7,8,9,7,8,8,6,308,0.941351497245722,1.11308619059841
"2453",10,10,10,10,10,10,10,10,10,310,1.56478348006963,2.03251086621091
"2456",6,7,6,7,7,5,6,5,7,301,0.450818809099994,0.586193333666833
"2457",3,5,3,5,5,3,3,3,3,302,-0.126116638876298,-0.569590290865212
"2458",8,9,9,2,6,2,7,8,4,303,-0.554148818062258,1.96623399347476
"2459",4,1,4,2,3,2,3,4,1,304,-1.21031099370885,-0.101733962722905
"2460",1,5,1,4,5,2,1,1,4,306,-0.179899878242929,-1.34730014625271
"2461",6,7,6,7,8,6,7,6,8,308,0.662419368986078,0.531691264182888
"2462",7,10,7,9,10,10,9,7,10,310,1.69637716290841,0.794514379578399
"2465",8,8,7,8,7,6,6,7,6,301,0.622065736075214,1.18394727047864
"2466",3,6,3,2,3,3,3,3,3,302,-0.593591563827371,-0.423956827200465
"2467",10,9,10,3,6,2,8,9,2,303,-0.573085751223911,2.57451823602074
"2468",1,1,2,1,1,0,2,3,1,304,-1.53311361671561,-1.02315763845835
"2469",0,3,0,NA,2,NA,1,1,2,306,-0.923528296109493,-1.68058067516141
"2470",9,8,8,10,8,8,8,6,8,308,1.08170210690416,1.45657725438528
"2471",NA,10,6,10,10,10,9,5,9,310,1.85544327021338,0.494139007741207
"2474",7,7,7,6,9,5,5,5,6,301,0.471936640092611,1.00405311487117
"2475",1,5,2,3,6,0,5,5,1,302,-0.424031588207677,-1.05137013670495
"2476",10,7,10,0,3,0,5,8,0,303,-1.61488209926837,2.72995856819661
"2477",2,0,5,0,0,0,2,6,0,304,-1.98371026325823,-0.168696235560271
"2478",0,3,0,0,0,0,1,0,0,306,-1.46839607322496,-1.55285113560206
"2479",5,6,6,7,9,5,5,5,7,308,0.630187087664009,0.311287659292585
"2480",NA,10,5,10,10,10,9,6,9,310,1.98968453022403,-0.153308209655737
"2483",6,5,6,7,4,5,6,6,6,301,-0.0447737978237066,0.580044858148723
"2484",3,4,3,4,4,3,4,3,4,302,-0.432861349668415,-0.552409803982854
"2485",10,6,9,3,6,2,6,8,4,303,-0.800696069756176,2.28411130403108
"2486",6,0,6,1,0,0,4,5,0,304,-2.10317995148064,0.868737807442059
"2487",2,5,2,1,0,1,2,1,2,306,-1.2420758307879,-0.719915773507573
"2488",5,5,5,8,6,6,7,6,8,308,0.468764534923034,0.0586059762715711
"2489",7,8,7,10,10,10,9,7,10,310,1.63663116781046,0.710854643031859
"2490",4,5,1,0,0,1,2,2,2,311,-1.42420440774776,-0.46990041514084
"2491",5,0,NA,NA,0,5,5,5,3,312,-1.23756559633192,-0.0604503597441666
"2492",5,7,6,8,7,6,7,7,7,301,0.717791553204511,0.305041144511442
"2493",3,5,3,5,4,3,4,4,4,302,-0.233801840160723,-0.553231280468922
"2494",9,8,8,5,4,2,6,8,4,303,-0.536485889705888,1.89304279969417
"2495",2,1,2,3,2,1,3,3,2,304,-1.14619741841495,-0.919953267393233
"2496",0,2,1,1,1,1,2,2,2,306,-1.26146819297499,-1.45583151634987
"2497",5,7,5,8,8,7,8,6,8,308,0.960587299163969,0.0429704030983165
"2498",9,9,8,9,10,9,9,8,9,310,1.3744653616374,1.4417631576981
"2501",6,5,6,7,6,5,6,6,5,301,0.170596604745143,0.547326837356142
"2502",4,6,4,6,7,4,4,4,5,302,0.310767068198149,-0.219129275074159
"2503",7,7,8,3,7,2,7,8,4,303,-0.424748048272027,1.44407167437457
"2504",6,4,6,3,5,2,7,7,2,304,-0.786267205769388,0.764239191020142
"2505",2,5,2,6,5,3,2,2,4,306,0.0681359326999342,-1.02016809286213
"2506",5,5,5,8,9,7,6,6,7,308,0.895735497377968,-0.0286141140049552
"2507",5,9,5,10,10,10,9,5,10,310,1.88582279655318,-0.105819747929366
"2510",4,4,3,5,4,4,4,4,4,301,-0.266421360624655,-0.40441219268189
"2511",1,2,0,2,3,1,2,3,3,302,-0.952377973890661,-1.50997753868301
"2512",7,7,5,7,5,2,6,6,5,303,-0.095368860730837,0.740346760021376
"2513",2,1,1,4,2,0,2,2,2,304,-1.10612658297075,-1.11781311007432
"2514",0,2,0,1,1,0,1,1,1,306,-1.33418836550327,-1.6252571291914
"2515",8,6,6,7,5,3,5,7,6,308,-0.159183567268144,1.09673451973759
"2516",5,8,5,10,8,9,8,8,9,310,1.48026853384746,-0.0625714214026204
"2528",4,5,4,4,5,4,4,4,3,301,-0.216453851850871,-0.157155547955951
"2529",2,5,3,4,4,3,3,3,3,302,-0.296326470602823,-0.73937195085754
"2530",9,7,9,2,6,1,6,8,2,303,-0.880867557264722,2.16372644608361
"2531",2,0,2,0,1,0,2,2,0,304,-1.78243950375368,-0.807761261744102
"2532",0,4,0,1,0,1,1,1,0,306,-1.16542120511561,-1.59181567117578
"2533",4,5,4,4,6,4,5,5,3,308,-0.108768650566446,-0.173514558352241
"2534",7,8,5,8,10,9,9,3,9,310,1.36952416541059,0.390728817940271
"2535",1,NA,3,0,0,0,2,NA,0,311,-1.69851651051068,-0.743182972939828
"2537",6,6,5,7,6,6,5,5,7,301,0.39197565095539,0.329227859692798
"2538",4,6,4,5,5,3,4,4,5,302,-0.121309700944838,-0.119833965354364
"2539",7,8,7,4,7,2,6,7,8,303,-0.19449335269096,1.23568152595932
"2540",2,1,3,3,3,1,3,3,3,304,-1.0697074032039,-0.728743605860344
"2541",1,8,2,5,3,3,1,1,4,306,0.0490464042946243,-1.09075248239769
"2542",9,9,9,9,10,9,9,8,9,308,1.34327017556403,1.64933182962728
"2543",3,10,6,10,10,10,10,10,10,310,2.04142886707578,-0.299788123103049
"2546",3,4,4,3,5,2,4,4,3,401,-0.573077701031503,-0.29462285352275
"2547",5,8,5,2,5,2,5,5,3,401,-0.472522643997261,0.480980862116306
"2548",3,NA,3,3,7,5,4,3,3,401,0.0456219144903484,-0.630009796160033
"2549",5,5,4,6,5,2,5,5,4,401,-0.24896893063961,0.0768370107684188
"2550",3,7,4,4,4,4,4,4,6,401,-0.101335672534491,-0.300145931080856
"2551",3,4,2,4,4,3,4,4,3,401,-0.40166616359504,-0.759978475912034
"2552",5,5,4,4,6,NA,4,4,5,401,-0.138251956376493,0.0334317300584049
"2553",8,5,5,4,5,5,5,5,5,401,-0.344799189444101,0.870569665798283
"2554",2,9,3,1,2,0,4,4,3,401,-0.816741966753234,-0.396471049869355
"2555",7,7,7,7,7,7,7,6,8,402,0.577187962699559,0.932050787648881
"2556",8,NA,8,8,7,7,7,9,8,402,0.647338232759131,1.33818586897575
"2557",6,5,6,7,8,6,8,6,8,402,0.489882365915651,0.476465757475907
"2558",5,4,7,7,7,6,6,8,7,402,0.314999854553017,0.45820578621971
"2559",8,7,8,9,8,8,8,8,8,402,0.932908974926847,1.24282383064318
"2560",10,9,7,10,9,8,8,9,9,402,1.2565846182668,1.47483722564148
"2561",7,6,6,7,6,6,6,6,6,402,0.310514087351637,0.751371431850155
"2562",7,10,10,10,10,10,7,6,5,402,1.71558261266076,1.38878616552638
"2563",7,5,7,8,8,7,7,7,8,402,0.625127168886036,0.83203204070605
"2564",2,3,2,0,2,3,2,3,2,403,-1.10420272205864,-0.855711189342886
"2565",1,7,0,0,2,0,3,1,1,403,-0.958218042045636,-1.2605432427525
"2566",2,NA,2,2,3,2,2,2,2,403,-0.887791138661198,-0.894937513333662
"2567",2,NA,2,0,2,1,3,2,1,403,-1.43712276648802,-0.819463563530137
"2568",0,3,0,1,0,0,2,2,7,403,-1.35560506525248,-1.58128536544161
"2569",2,3,2,2,2,2,2,2,2,403,-0.982536064715341,-0.874436589934348
"2570",1,7,2,4,2,3,2,2,3,403,-0.257698306497492,-1.07357199551534
"2571",2,3,1,3,3,0,3,3,2,403,-0.938695386588381,-1.05051238392407
"2572",2,3,1,2,3,1,2,3,2,403,-0.947571035959201,-1.06022121317216
"2573",0,6,0,4,4,3,1,0,4,404,-0.0159396557867282,-1.76361501374794
"2574",0,2,0,4,3,5,0,0,7,404,-0.260868146008687,-1.93399313494093
"2576",0,5,1,2,2,2,0,0,3,404,-0.678271120510783,-1.4559295556129
"2577",0,7,0,2,5,10,0,0,9,404,0.679839541299567,-1.96249422472521
