econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle,lrgen,lrecon,galtan,party_id
8.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,401.0
2.0,9.0,3.0,1.0,2.0,0.0,4.0,4.0,3.0,401.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,402.0
8.0,,8.0,8.0,7.0,7.0,7.0,9.0,8.0,402.0
6.0,5.0,6.0,7.0,8.0,6.0,8.0,6.0,8.0,402.0
5.0,4.0,7.0,7.0,7.0,6.0,6.0,8.0,7.0,402.0
8.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,402.0
10.0,9.0,7.0,10.0,9.0,8.0,8.0,9.0,9.0,402.0
7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,402.0
7.0,10.0,10.0,10.0,10.0,10.0,7.0,6.0,5.0,402.0
7.0,5.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,402.0
2.0,3.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0,403.0
1.0,7.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,403.0
2.0,,2.0,2.0,3.0,2.0,2.0,2.0,2.0,403.0
2.0,,2.0,0.0,2.0,1.0,3.0,2.0,1.0,403.0
0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,7.0,403.0
2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,403.0
1.0,7.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,403.0
2.0,3.0,1.0,3.0,3.0,0.0,3.0,3.0,2.0,403.0
2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,403.0
0.0,6.0,0.0,4.0,4.0,3.0,1.0,0.0,4.0,404.0
0.0,2.0,0.0,4.0,3.0,5.0,0.0,0.0,7.0,404.0
0.0,,0.0,,,,0.0,0.0,7.0,404.0
0.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,404.0
0.0,7.0,0.0,2.0,5.0,10.0,0.0,0.0,9.0,404.0
0.0,7.0,0.0,,1.0,3.0,0.0,0.0,,404.0
0.0,7.0,0.0,6.0,1.0,6.0,0.0,0.0,10.0,404.0
0.0,,0.0,0.0,,6.0,1.0,0.0,7.0,404.0
0.0,,0.0,3.0,,3.0,0.0,1.0,6.0,404.0
,,,,,,,,,418.0
,,,,,,,,,418.0
2.0,9.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,418.0
,,,,,,,,,418.0
3.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,418.0
4.0,7.0,5.0,,5.0,4.0,5.0,5.0,5.0,418.0
,4.0,4.0,,,2.0,5.0,6.0,3.0,418.0
,,,,,,,,,418.0
5.0,4.0,4.0,2.0,4.0,2.0,4.0,6.0,5.0,418.0
5.0,,4.0,10.0,10.0,10.0,10.0,4.0,10.0,415.0
,,,,,,,,,415.0
1.0,8.0,1.0,10.0,10.0,10.0,10.0,8.0,10.0,415.0
0.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,415.0
5.0,8.0,5.0,10.0,10.0,10.0,10.0,5.0,10.0,415.0
0.0,9.0,1.0,10.0,9.0,10.0,10.0,1.0,10.0,415.0
0.0,,3.0,10.0,10.0,10.0,10.0,2.0,10.0,415.0
5.0,,5.0,10.0,10.0,10.0,10.0,4.0,10.0,415.0
3.0,1.0,3.0,10.0,10.0,10.0,10.0,3.0,10.0,415.0
,,,9.0,9.0,9.0,9.0,5.0,8.0,416.0
0.0,10.0,3.0,10.0,10.0,10.0,8.0,2.0,10.0,416.0
5.0,7.0,5.0,10.0,10.0,10.0,9.0,5.0,10.0,416.0
7.0,9.0,5.0,10.0,10.0,10.0,10.0,6.0,9.0,416.0
,,,,,,,,,416.0
5.0,,6.0,9.0,9.0,10.0,8.0,5.0,9.0,416.0
2.0,8.0,2.0,9.0,9.0,9.0,9.0,8.0,9.0,416.0
1.0,8.0,1.0,9.0,9.0,9.0,9.0,2.0,10.0,416.0
3.0,1.0,3.0,10.0,10.0,10.0,10.0,2.0,10.0,416.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,417.0
0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,417.0
,,,,,,,2.0,,417.0
,,,,,,,,,417.0
5.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,417.0
2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,417.0
1.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,417.0
1.0,8.0,1.0,,,,1.0,1.0,,417.0
2.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,417.0
6.0,8.0,9.0,6.0,6.0,3.0,8.0,8.0,7.0,4501.0
6.0,5.0,6.0,3.0,7.0,0.0,8.0,7.0,4.0,4501.0
9.0,6.0,9.0,4.0,9.0,5.0,8.0,8.0,3.0,4501.0
8.0,6.0,7.0,6.0,6.0,5.0,8.0,7.0,7.0,4501.0
3.0,5.0,3.0,1.0,3.0,1.0,7.0,7.0,2.0,4501.0
0.0,0.0,2.0,0.0,3.0,0.0,2.0,3.0,0.0,4502.0
2.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,4502.0
0.0,0.0,1.0,4.0,3.0,0.0,2.0,2.0,2.0,4502.0
0.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,4502.0
2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,4502.0
2.0,7.0,4.0,2.0,5.0,1.0,5.0,5.0,1.0,4503.0
3.0,5.0,3.0,1.0,3.0,1.0,5.0,5.0,2.0,4503.0
5.0,5.0,4.0,3.0,5.0,1.0,5.0,5.0,4.0,4503.0
3.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4503.0
3.0,8.0,4.0,5.0,6.0,3.0,6.0,5.0,6.0,4503.0
6.0,10.0,7.0,6.0,10.0,6.0,7.0,6.0,5.0,4504.0
3.0,6.0,3.0,1.0,4.0,1.0,5.0,5.0,2.0,4504.0
4.0,8.0,6.0,6.0,9.0,5.0,6.0,5.0,10.0,4504.0
6.0,5.0,5.0,5.0,7.0,5.0,6.0,6.0,6.0,4504.0
8.0,9.0,7.0,5.0,10.0,6.0,7.0,9.0,9.0,4504.0
2.0,0.0,2.0,4.0,4.0,0.0,3.0,3.0,4.0,4505.0
5.0,1.0,2.0,2.0,3.0,0.0,3.0,3.0,2.0,4505.0
3.0,10.0,2.0,1.0,3.0,1.0,4.0,4.0,1.0,4505.0
0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,4505.0
2.0,1.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0,4505.0
3.0,7.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,4506.0
5.0,2.0,3.0,1.0,1.0,0.0,4.0,4.0,1.0,4506.0
3.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,4506.0
4.0,5.0,4.0,1.0,2.0,0.0,4.0,5.0,0.0,4506.0
1.0,1.0,4.0,0.0,0.0,1.0,4.0,4.0,0.0,4506.0
7.0,3.0,4.0,1.0,4.0,1.0,7.0,6.0,1.0,4507.0
5.0,5.0,4.0,1.0,2.0,1.0,8.0,9.0,1.0,4507.0
6.0,1.0,5.0,0.0,2.0,0.0,6.0,6.0,1.0,4507.0
6.0,1.0,6.0,0.0,2.0,0.0,7.0,6.0,0.0,4507.0
5.0,4.0,6.0,4.0,4.0,0.0,6.0,6.0,3.0,4507.0
,,1.0,7.0,10.0,5.0,4.0,3.0,8.0,4508.0
3.0,5.0,2.0,1.0,5.0,1.0,4.0,4.0,3.0,4508.0
,,2.0,,5.0,3.0,5.0,5.0,6.0,4508.0
4.0,,2.0,4.0,6.0,2.0,5.0,4.0,4.0,4508.0
0.0,10.0,0.0,6.0,10.0,6.0,4.0,4.0,5.0,4508.0
4.0,7.0,4.0,6.0,5.0,5.0,5.0,4.0,6.0,701.0
7.0,7.0,7.0,7.0,,7.0,7.0,7.0,8.0,701.0
6.0,5.0,4.0,6.0,5.0,4.0,5.0,5.0,5.0,701.0
2.0,7.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,701.0
6.0,8.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,701.0
4.0,4.0,4.0,6.0,4.0,5.0,5.0,5.0,6.0,701.0
6.0,6.0,6.0,5.0,3.0,4.0,6.0,7.0,4.0,701.0
7.0,7.0,7.0,7.0,,4.0,6.0,7.0,5.0,702.0
6.0,7.0,6.0,7.0,5.0,3.0,6.0,6.0,4.0,702.0
3.0,7.0,4.0,6.0,5.0,2.0,5.0,5.0,6.0,702.0
7.0,6.0,7.0,5.0,2.0,4.0,7.0,8.0,3.0,702.0
5.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,4.0,702.0
7.0,8.0,6.0,7.0,7.0,5.0,6.0,7.0,4.0,702.0
6.0,5.0,5.0,5.0,5.0,3.0,5.0,6.0,4.0,702.0
3.0,6.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,703.0
0.0,4.0,2.0,8.0,5.0,1.0,2.0,3.0,4.0,703.0
3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,703.0
3.0,5.0,3.0,5.0,5.0,2.0,3.0,4.0,2.0,703.0
5.0,7.0,5.0,6.0,,4.0,5.0,4.0,5.0,703.0
3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,703.0
4.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,703.0
3.0,3.0,3.0,3.0,,4.0,4.0,2.0,3.0,705.0
4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,705.0
4.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,705.0
3.0,0.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,705.0
2.0,0.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,705.0
0.0,0.0,2.0,9.0,5.0,1.0,2.0,3.0,3.0,705.0
3.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,705.0
2.0,6.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,707.0
0.0,1.0,1.0,10.0,5.0,1.0,1.0,1.0,10.0,707.0
3.0,7.0,4.0,7.0,,6.0,4.0,2.0,6.0,707.0
2.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,707.0
3.0,6.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,707.0
2.0,8.0,1.0,7.0,7.0,4.0,3.0,1.0,3.0,707.0
2.0,6.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,707.0
3.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,710.0
2.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,710.0
3.0,5.0,3.0,5.0,,2.0,3.0,3.0,2.0,710.0
,,,,,,,,,710.0
,7.0,4.0,,,,4.0,2.0,5.0,710.0
0.0,1.0,1.0,9.0,5.0,1.0,1.0,0.0,3.0,710.0
3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,710.0
,7.0,,8.0,9.0,9.0,9.0,8.0,10.0,712.0
,,,,,,,,,712.0
6.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,8.0,712.0
8.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,712.0
8.0,7.0,8.0,9.0,10.0,8.0,9.0,8.0,10.0,712.0
9.0,9.0,9.0,2.0,9.0,1.0,7.0,7.0,3.0,712.0
,,,,,,,,,712.0
,,,,,,,,,709.0
0.0,3.0,1.0,10.0,5.0,1.0,0.0,0.0,3.0,709.0
1.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,709.0
1.0,6.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,709.0
0.0,4.0,1.0,4.0,,2.0,1.0,0.0,2.0,709.0
,,,,,,,,,709.0
1.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,709.0
,,,,,,,,,711.0
,,5.0,,,,3.0,2.0,,711.0
,,,,,,,,,711.0
5.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,4.0,711.0
,,,,,,,,,711.0
2.0,,2.0,,,2.0,2.0,1.0,2.0,711.0
2.0,5.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,711.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,811.0
6.0,6.0,6.0,9.0,10.0,8.0,8.0,6.0,8.0,811.0
7.0,8.0,7.0,8.0,10.0,2.0,8.0,8.0,9.0,811.0
9.0,10.0,7.0,9.0,10.0,6.0,7.0,7.0,9.0,811.0
,8.0,10.0,,10.0,,9.0,8.0,10.0,811.0
5.0,9.0,9.0,10.0,10.0,9.0,8.0,8.0,10.0,811.0
4.0,5.0,4.0,10.0,10.0,10.0,10.0,6.0,10.0,811.0
,1.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,811.0
8.0,8.0,8.0,10.0,10.0,10.0,9.0,9.0,10.0,811.0
5.0,8.0,7.0,8.0,10.0,7.0,9.0,7.0,7.0,811.0
6.0,8.0,9.0,10.0,10.0,8.0,10.0,10.0,10.0,811.0
5.0,7.0,4.0,10.0,10.0,8.0,8.0,6.0,9.0,811.0
8.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,7.0,811.0
6.0,,6.0,10.0,10.0,10.0,9.0,7.0,9.0,811.0
0.0,,5.0,7.0,10.0,9.0,10.0,9.0,10.0,811.0
6.0,7.0,8.0,9.0,9.0,8.0,8.0,6.0,8.0,811.0
3.0,9.0,3.0,9.0,10.0,10.0,9.0,5.0,10.0,811.0
8.0,10.0,8.0,9.0,10.0,8.0,8.0,8.0,9.0,811.0
9.0,7.0,9.0,10.0,10.0,6.0,8.0,8.0,10.0,811.0
10.0,9.0,10.0,,,0.0,5.0,9.0,0.0,813.0
,,,0.0,0.0,0.0,5.0,,0.0,813.0
7.0,5.0,5.0,2.0,1.0,0.0,4.0,8.0,0.0,813.0
10.0,,6.0,0.0,5.0,0.0,5.0,7.0,0.0,813.0
6.0,3.0,3.0,0.0,1.0,0.0,4.0,5.0,0.0,813.0
7.0,,,,2.0,1.0,4.0,5.0,1.0,813.0
9.0,4.0,4.0,0.0,3.0,0.0,4.0,4.0,0.0,813.0
7.0,1.0,3.0,0.0,1.0,0.0,5.0,5.0,0.0,813.0
6.0,4.0,4.0,5.0,2.0,1.0,4.0,8.0,2.0,813.0
,,,,,,4.0,7.0,0.0,813.0
8.0,4.0,6.0,0.0,2.0,0.0,3.0,,0.0,813.0
,,,,,,,,,813.0
,,,,,,,,,813.0
5.0,2.0,4.0,0.0,4.0,0.0,5.0,5.0,0.0,813.0
10.0,5.0,7.0,1.0,0.0,0.0,5.0,7.0,0.0,813.0
10.0,6.0,8.0,0.0,2.0,0.0,4.0,8.0,1.0,813.0
10.0,,8.0,0.0,0.0,0.0,,10.0,0.0,813.0
5.0,6.0,6.0,5.0,4.0,7.0,5.0,5.0,3.0,813.0
6.0,7.0,6.0,0.0,1.0,0.0,3.0,6.0,0.0,813.0
9.0,8.0,8.0,8.0,7.0,5.0,7.0,8.0,6.0,815.0
7.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,6.0,815.0
8.0,8.0,8.0,6.0,7.0,3.0,6.0,9.0,6.0,815.0
9.0,8.0,9.0,6.0,6.0,8.0,6.0,6.0,9.0,815.0
7.0,6.0,7.0,8.0,7.0,7.0,7.0,9.0,8.0,815.0
7.0,8.0,5.0,7.0,4.0,5.0,6.0,6.0,5.0,815.0
,8.0,8.0,,8.0,,7.0,8.0,10.0,815.0
5.0,,0.0,7.0,10.0,9.0,9.0,10.0,5.0,815.0
9.0,9.0,8.0,2.0,5.0,8.0,8.0,8.0,7.0,815.0
8.0,8.0,5.0,8.0,7.0,6.0,6.0,8.0,6.0,815.0
8.0,7.0,7.0,5.0,6.0,5.0,7.0,7.0,6.0,815.0
10.0,,6.0,6.0,7.0,7.0,6.0,7.0,5.0,815.0
10.0,8.0,10.0,10.0,9.0,10.0,8.0,7.0,10.0,815.0
10.0,8.0,10.0,6.0,6.0,4.0,6.0,9.0,7.0,815.0
,,,10.0,10.0,10.0,8.0,9.0,10.0,815.0
7.0,6.0,7.0,,5.0,5.0,7.0,8.0,5.0,815.0
7.0,9.0,8.0,8.0,7.0,5.0,7.0,9.0,7.0,815.0
6.0,6.0,3.0,7.0,7.0,4.0,7.0,7.0,7.0,815.0
7.0,7.0,7.0,6.0,8.0,4.0,7.0,7.0,5.0,815.0
,4.0,,,,,5.0,,,827.0
5.0,3.0,5.0,7.0,8.0,8.0,5.0,5.0,10.0,827.0
4.0,5.0,5.0,4.0,6.0,3.0,5.0,5.0,5.0,827.0
,4.0,,,,4.0,5.0,,4.0,827.0
,,,,,,,,,827.0
,,,,,,,,,827.0
,,,,,,5.0,5.0,6.0,827.0
,,,,,,,,,827.0
,,,,,,5.0,5.0,,827.0
,,,,,,,,,827.0
5.0,6.0,5.0,7.0,5.0,7.0,5.0,5.0,5.0,827.0
,,,,,5.0,5.0,,8.0,827.0
,,,,,,5.0,4.0,9.0,827.0
9.0,5.0,8.0,2.0,7.0,8.0,8.0,7.0,8.0,827.0
,,,,,,4.0,,,827.0
,,,,,,,,,827.0
,,,,,,,,,827.0
,5.0,3.0,5.0,,6.0,5.0,5.0,5.0,827.0
,,,,,,,,,827.0
,9.0,,2.0,0.0,0.0,4.0,5.0,3.0,837.0
5.0,4.0,5.0,4.0,6.0,3.0,5.0,6.0,3.0,837.0
5.0,,0.0,1.0,7.0,5.0,5.0,5.0,5.0,837.0
3.0,4.0,2.0,,3.0,1.0,3.0,3.0,2.0,837.0
1.0,4.0,0.0,1.0,1.0,1.0,2.0,4.0,0.0,837.0
4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,837.0
5.0,4.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,837.0
0.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,0.0,837.0
4.0,,4.0,4.0,4.0,4.0,3.0,4.0,3.0,837.0
7.0,5.0,5.0,2.0,2.0,2.0,3.0,4.0,2.0,837.0
3.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,837.0
5.0,6.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,837.0
,5.0,3.0,,5.0,,3.0,3.0,3.0,837.0
4.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,837.0
7.0,1.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,837.0
3.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,837.0
3.0,4.0,2.0,6.0,3.0,9.0,3.0,3.0,2.0,837.0
2.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,837.0
4.0,2.0,6.0,4.0,2.0,2.0,3.0,3.0,3.0,837.0
1.0,2.0,1.0,4.0,1.0,9.0,2.0,2.0,1.0,838.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0
1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,838.0
1.0,1.0,9.0,3.0,0.0,1.0,0.0,0.0,1.0,838.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,838.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0
0.0,2.0,1.0,1.0,1.0,0.0,2.0,,0.0,838.0
9.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,838.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0
,,,,,,,,,838.0
,,,,,,2.0,,,838.0
,,,,,,5.0,,,838.0
0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,838.0
3.0,5.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,838.0
1.0,5.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,838.0
1.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,838.0
1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,838.0
2.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,838.0
,0.0,0.0,,0.0,,1.0,1.0,0.0,838.0
,8.0,,,10.0,,10.0,6.0,10.0,843.0
6.0,8.0,6.0,10.0,10.0,10.0,10.0,7.0,10.0,843.0
4.0,5.0,5.0,10.0,10.0,10.0,10.0,9.0,10.0,843.0
4.0,7.0,5.0,9.0,9.0,9.0,7.0,5.0,9.0,843.0
6.0,,6.0,10.0,10.0,,9.0,7.0,9.0,843.0
4.0,7.0,7.0,10.0,10.0,10.0,9.0,7.0,10.0,843.0
0.0,,0.0,9.0,10.0,9.0,10.0,9.0,10.0,843.0
2.0,7.0,7.0,10.0,10.0,10.0,10.0,6.0,10.0,843.0
5.0,7.0,5.0,10.0,10.0,7.0,8.0,7.0,10.0,843.0
6.0,9.0,7.0,10.0,9.0,10.0,9.0,,9.0,843.0
7.0,8.0,6.0,9.0,10.0,2.0,8.0,7.0,9.0,843.0
4.0,7.0,6.0,9.0,9.0,9.0,9.0,4.0,8.0,843.0
9.0,9.0,1.0,9.0,10.0,10.0,9.0,1.0,10.0,843.0
4.0,7.0,4.0,8.0,10.0,4.0,9.0,4.0,7.0,843.0
5.0,,5.0,10.0,10.0,8.0,9.0,5.0,10.0,843.0
7.0,9.0,9.0,10.0,10.0,6.0,8.0,8.0,9.0,843.0
,,,10.0,10.0,10.0,10.0,10.0,10.0,843.0
5.0,6.0,5.0,10.0,10.0,10.0,8.0,3.0,9.0,843.0
7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,843.0
1.0,4.0,7.0,5.0,7.0,,5.0,2.0,5.0,845.0
4.0,2.0,1.0,3.0,6.0,3.0,4.0,3.0,3.0,845.0
,9.0,0.0,3.0,4.0,4.0,5.0,3.0,5.0,845.0
,3.0,3.0,,8.0,,5.0,4.0,6.0,845.0
2.0,0.0,0.0,4.0,7.0,4.0,5.0,3.0,6.0,845.0
2.0,1.0,1.0,6.0,6.0,1.0,4.0,3.0,5.0,845.0
3.0,0.0,0.0,6.0,7.0,4.0,4.0,2.0,2.0,845.0
10.0,0.0,0.0,10.0,8.0,1.0,3.0,1.0,5.0,845.0
0.0,2.0,0.0,2.0,5.0,1.0,,1.0,1.0,845.0
5.0,2.0,3.0,2.0,8.0,0.0,5.0,5.0,0.0,845.0
3.0,3.0,3.0,6.0,7.0,6.0,5.0,4.0,5.0,845.0
3.0,4.0,1.0,6.0,7.0,7.0,5.0,5.0,4.0,845.0
5.0,,0.0,0.0,7.0,0.0,5.0,5.0,0.0,845.0
3.0,4.0,4.0,4.0,7.0,3.0,7.0,6.0,5.0,845.0
0.0,0.0,0.0,8.0,,5.0,5.0,0.0,5.0,845.0
4.0,4.0,3.0,4.0,8.0,4.0,6.0,4.0,4.0,845.0
3.0,1.0,7.0,5.0,5.0,4.0,4.0,2.0,5.0,845.0
2.0,2.0,0.0,5.0,5.0,2.0,4.0,3.0,3.0,845.0
4.0,3.0,3.0,3.0,6.0,1.0,5.0,5.0,2.0,845.0
5.0,5.0,4.0,6.0,3.0,4.0,6.0,5.0,6.0,3801.0
5.0,5.0,3.0,5.0,5.0,3.0,6.0,6.0,6.0,3801.0
5.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,3.0,3802.0
5.0,3.0,4.0,3.0,5.0,0.0,4.0,4.0,3.0,3802.0
2.0,6.0,7.0,5.0,5.0,0.0,5.0,5.0,4.0,3803.0
7.0,4.0,6.0,4.0,3.0,2.0,6.0,6.0,4.0,3803.0
4.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,3804.0
6.0,5.0,3.0,5.0,5.0,0.0,4.0,4.0,4.0,3804.0
6.0,3.0,3.0,7.0,7.0,5.0,8.0,8.0,8.0,3805.0
6.0,5.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,3805.0
8.0,5.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,3806.0
2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3806.0
3.0,5.0,6.0,2.0,6.0,2.0,5.0,7.0,4.0,3807.0
,,4.0,,,,,4.0,6.0,3807.0
7.0,4.0,5.0,7.0,4.0,7.0,5.0,8.0,2.0,3701.0
4.0,10.0,0.0,0.0,10.0,0.0,7.0,7.0,1.0,3701.0
7.0,9.0,0.0,0.0,7.0,0.0,5.0,5.0,3.0,3701.0
7.0,10.0,6.0,1.0,10.0,0.0,9.0,9.0,1.0,3701.0
5.0,9.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,3701.0
6.0,8.0,8.0,1.0,5.0,1.0,6.0,5.0,2.0,3701.0
5.0,6.0,5.0,3.0,3.0,3.0,6.0,6.0,4.0,3701.0
7.0,4.0,5.0,7.0,7.0,5.0,6.0,8.0,7.0,3702.0
5.0,7.0,3.0,4.0,7.0,2.0,7.0,6.0,4.0,3702.0
5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,3702.0
5.0,1.0,0.0,10.0,10.0,8.0,6.0,5.0,9.0,3702.0
8.0,9.0,0.0,5.0,9.0,5.0,7.0,6.0,7.0,3702.0
6.0,6.0,4.0,6.0,10.0,2.0,6.0,9.0,5.0,3702.0
4.0,5.0,8.0,7.0,5.0,6.0,5.0,5.0,8.0,3702.0
4.0,5.0,5.0,5.0,7.0,6.0,7.0,6.0,8.0,1001.0
8.0,6.0,6.0,9.0,8.0,5.0,7.0,7.0,7.0,1001.0
4.0,6.0,5.0,7.0,7.0,7.0,7.0,6.0,8.0,1001.0
6.0,7.0,5.0,7.0,8.0,6.0,7.0,7.0,6.0,1001.0
6.0,5.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,1001.0
7.0,7.0,7.0,8.0,7.0,5.0,7.0,7.0,5.0,1001.0
3.0,7.0,6.0,6.0,7.0,3.0,6.0,6.0,7.0,1001.0
5.0,8.0,6.0,7.0,4.0,8.0,7.0,8.0,8.0,1001.0
6.0,6.0,6.0,7.0,8.0,5.0,7.0,6.0,7.0,1001.0
5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,8.0,1001.0
8.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,1001.0
,9.0,,,8.0,,8.0,8.0,8.0,1001.0
6.0,6.0,8.0,,,,6.0,7.0,7.0,1001.0
,6.0,,,5.0,,3.0,4.0,2.0,1002.0
4.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,1002.0
3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,1002.0
2.0,5.0,3.0,7.0,4.0,8.0,4.0,4.0,2.0,1002.0
3.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,1002.0
2.0,3.0,2.0,6.0,7.0,3.0,4.0,3.0,4.0,1002.0
4.0,4.0,3.0,4.0,6.0,3.0,4.0,4.0,3.0,1002.0
3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,1002.0
6.0,6.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,1002.0
2.0,6.0,3.0,4.0,3.0,4.0,3.0,3.0,6.0,1002.0
2.0,4.0,3.0,,,,4.0,4.0,3.0,1002.0
3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,1002.0
3.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,1002.0
8.0,7.0,8.0,8.0,8.0,3.0,8.0,9.0,6.0,1003.0
10.0,8.0,9.0,10.0,9.0,2.0,8.0,9.0,5.0,1003.0
8.0,7.0,8.0,9.0,8.0,5.0,6.0,7.0,6.0,1003.0
10.0,9.0,9.0,9.0,9.0,3.0,8.0,9.0,6.0,1003.0
7.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,1003.0
