econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle,lrgen,lrecon,galtan,party_id
4.0,8.0,3.0,9.0,8.0,9.0,5.0,5.0,9.0,2515.0
3.0,8.0,4.0,8.0,8.0,8.0,5.0,5.0,8.0,2516.0
4.0,6.0,5.0,8.0,8.0,9.0,5.0,5.0,8.0,2521.0
3.0,1.0,5.0,2.0,8.0,2.0,4.0,5.0,3.0,2522.0
3.0,3.0,4.0,1.0,3.0,0.0,4.0,6.0,0.0,2523.0
2.0,7.0,2.0,7.0,,9.0,3.0,4.0,9.0,2507.0
7.0,8.0,5.0,4.0,4.0,5.0,7.0,8.0,5.0,2506.0
1.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2501.0
10.0,8.0,10.0,1.0,1.0,1.0,6.0,10.0,2.0,2518.0
,,,,,10.0,9.0,1.0,10.0,2511.0
,,,8.0,8.0,10.0,8.0,6.0,9.0,2515.0
,,,,,5.0,5.0,7.0,,2516.0
,,,10.0,10.0,10.0,10.0,4.0,10.0,2521.0
,,,,,,,,,2522.0
4.0,,5.0,,,,5.0,2.0,5.0,2523.0
4.0,5.0,5.0,7.0,7.0,9.0,3.0,6.0,8.0,2507.0
6.0,6.0,5.0,5.0,5.0,5.0,7.0,5.0,6.0,2506.0
5.0,6.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,2501.0
8.0,5.0,6.0,0.0,4.0,1.0,8.0,8.0,1.0,2518.0
4.0,5.0,3.0,8.0,7.0,9.0,9.0,4.0,10.0,2511.0
5.0,6.0,5.0,9.0,7.0,9.0,8.0,5.0,9.0,2515.0
5.0,6.0,5.0,5.0,,8.0,5.0,5.0,6.0,2516.0
,,,,,,,,,2521.0
,,,,,,,,,2522.0
3.0,4.0,2.0,5.0,5.0,3.0,8.0,8.0,7.0,2523.0
4.0,4.0,7.0,5.0,5.0,8.0,7.0,3.0,9.0,2507.0
7.0,6.0,5.0,7.0,5.0,8.0,8.0,8.0,9.0,2506.0
2.0,6.0,8.0,1.0,5.0,1.0,2.0,3.0,2.0,2501.0
9.0,6.0,3.0,1.0,5.0,1.0,5.0,8.0,1.0,2518.0
4.0,6.0,8.0,7.0,5.0,9.0,7.0,3.0,10.0,2511.0
3.0,6.0,8.0,7.0,9.0,9.0,7.0,3.0,10.0,2515.0
6.0,6.0,6.0,5.0,5.0,,4.0,5.0,5.0,2516.0
3.0,6.0,8.0,7.0,10.0,5.0,9.0,3.0,10.0,2521.0
,,,,,,,,,2522.0
,,,,,,,,,2523.0
2.0,5.0,5.0,7.0,6.0,8.0,4.0,4.0,7.0,2507.0
7.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,2506.0
2.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,2501.0
8.0,7.0,8.0,4.0,3.0,4.0,7.0,8.0,4.0,2518.0
3.0,5.0,3.0,7.0,8.0,10.0,4.0,3.0,9.0,2511.0
5.0,7.0,3.0,7.0,7.0,7.0,4.0,5.0,7.0,2515.0
7.0,5.0,6.0,,5.0,5.0,5.0,6.0,5.0,2516.0
,,3.0,8.0,9.0,10.0,6.0,4.0,8.0,2521.0
,2.0,5.0,,,,6.0,5.0,5.0,2522.0
,5.0,5.0,5.0,,3.0,6.0,6.0,4.0,2523.0
3.0,7.0,7.0,10.0,10.0,10.0,4.0,5.0,10.0,2507.0
4.0,6.0,6.0,7.0,6.0,4.0,7.0,7.0,4.0,2506.0
2.0,3.0,1.0,5.0,7.0,2.0,2.0,3.0,3.0,2501.0
8.0,7.0,3.0,4.0,3.0,1.0,8.0,8.0,2.0,2518.0
0.0,5.0,0.0,10.0,10.0,10.0,0.0,1.0,10.0,2511.0
1.0,5.0,1.0,10.0,9.0,9.0,3.0,1.0,9.0,2515.0
7.0,7.0,6.0,4.0,5.0,7.0,5.0,6.0,6.0,2516.0
0.0,5.0,0.0,10.0,10.0,10.0,0.0,1.0,10.0,2521.0
5.0,4.0,6.0,6.0,5.0,5.0,6.0,7.0,4.0,2522.0
1.0,3.0,1.0,7.0,5.0,3.0,8.0,1.0,3.0,2523.0
3.0,5.0,3.0,7.0,8.0,7.0,3.0,3.0,8.0,2507.0
4.0,5.0,3.0,5.0,7.0,5.0,6.0,4.0,6.0,2506.0
2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2501.0
7.0,6.0,6.0,3.0,4.0,3.0,7.0,7.0,2.0,2518.0
2.0,6.0,3.0,8.0,8.0,8.0,4.0,3.0,9.0,2511.0
3.0,6.0,3.0,8.0,7.0,8.0,5.0,4.0,7.0,2515.0
5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,2516.0
1.0,6.0,2.0,8.0,9.0,9.0,2.0,2.0,9.0,2521.0
3.0,3.0,4.0,6.0,4.0,4.0,3.0,3.0,2.0,2522.0
3.0,,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2523.0
1.0,6.0,7.0,8.0,5.0,9.0,7.0,2.0,8.0,2507.0
5.0,5.0,5.0,5.0,5.0,8.0,8.0,6.0,7.0,2506.0
2.0,5.0,7.0,5.0,5.0,3.0,2.0,2.0,4.0,2501.0
8.0,5.0,3.0,2.0,3.0,2.0,2.0,8.0,3.0,2518.0
3.0,5.0,,7.0,7.0,9.0,9.0,2.0,10.0,2511.0
3.0,5.0,,,7.0,8.0,9.0,3.0,10.0,2515.0
3.0,5.0,5.0,,9.0,8.0,7.0,3.0,10.0,2516.0
,5.0,,7.0,,8.0,,,,2521.0
,8.0,,,,,,,,2522.0
5.0,6.0,6.0,3.0,3.0,3.0,7.0,6.0,3.0,2523.0
5.0,5.0,6.0,8.0,4.0,8.0,6.0,8.0,8.0,2507.0
7.0,5.0,7.0,7.0,3.0,9.0,7.0,9.0,7.0,2506.0
4.0,5.0,3.0,6.0,4.0,3.0,4.0,7.0,4.0,2501.0
8.0,5.0,9.0,7.0,2.0,3.0,8.0,9.0,3.0,2518.0
4.0,,3.0,5.0,3.0,8.0,4.0,5.0,8.0,2511.0
5.0,,5.0,8.0,8.0,10.0,5.0,5.0,8.0,2515.0
6.0,,6.0,6.0,4.0,5.0,5.0,6.0,4.0,2516.0
5.0,,5.0,5.0,,5.0,5.0,7.0,,2521.0
,,,,,,,,,2522.0
,,,,,,,,,2523.0
3.0,5.0,4.0,7.0,8.0,8.0,6.0,4.0,8.0,2507.0
5.0,5.0,5.0,4.0,6.0,5.0,7.0,7.0,6.0,2506.0
2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2501.0
8.0,6.0,7.0,3.0,3.0,3.0,8.0,8.0,3.0,2518.0
4.0,6.0,3.0,9.0,7.0,8.0,9.0,3.0,9.0,2511.0
3.0,7.0,3.0,8.0,7.0,9.0,9.0,3.0,8.0,2515.0
5.0,6.0,4.0,6.0,7.0,6.0,5.0,4.0,4.0,2516.0
4.0,6.0,4.0,8.0,7.0,8.0,7.0,4.0,8.0,2521.0
3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,2522.0
3.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,2523.0
0.0,9.0,0.0,10.0,9.0,10.0,9.0,3.0,10.0,2605.0
3.0,8.0,2.0,5.0,5.0,8.0,5.0,8.0,4.0,2603.0
1.0,8.0,0.0,5.0,4.0,4.0,2.0,2.0,4.0,2601.0
1.0,9.0,0.0,6.0,7.0,8.0,4.0,3.0,6.0,2606.0
4.0,8.0,3.0,6.0,7.0,9.0,6.0,7.0,6.0,2617.0
2.0,3.0,2.0,3.0,3.0,6.0,3.0,7.0,3.0,2618.0
2.0,2.0,1.0,1.0,2.0,1.0,2.0,8.0,2.0,2621.0
,,,,,,,,,2620.0
9.0,,9.0,4.0,9.0,8.0,8.0,9.0,8.0,2619.0
3.0,8.0,5.0,8.0,8.0,7.0,7.0,5.0,7.0,2605.0
6.0,6.0,7.0,3.0,4.0,3.0,5.0,6.0,4.0,2603.0
5.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,2601.0
4.0,6.0,5.0,6.0,7.0,6.0,6.0,3.0,6.0,2606.0
6.0,6.0,6.0,7.0,7.0,5.0,6.0,6.0,5.0,2617.0
10.0,,9.0,3.0,4.0,3.0,5.0,8.0,3.0,2618.0
5.0,2.0,5.0,2.0,2.0,0.0,2.0,4.0,1.0,2621.0
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2620.0
10.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,6.0,2619.0
3.0,8.0,3.0,8.0,8.0,8.0,7.0,5.0,8.0,2605.0
6.0,4.0,6.0,4.0,5.0,4.0,5.0,6.0,6.0,2603.0
3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2601.0
4.0,7.0,4.0,5.0,6.0,7.0,6.0,4.0,7.0,2606.0
6.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,2617.0
7.0,5.0,7.0,3.0,4.0,2.0,5.0,7.0,3.0,2618.0
2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2621.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2620.0
5.0,9.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,2619.0
1.0,8.0,1.0,9.0,9.0,9.0,8.0,3.0,9.0,2605.0
6.0,6.0,7.0,3.0,2.0,2.0,7.0,8.0,5.0,2603.0
5.0,4.0,6.0,2.0,2.0,2.0,4.0,6.0,4.0,2601.0
4.0,5.0,4.0,4.0,5.0,7.0,5.0,5.0,6.0,2606.0
8.0,7.0,5.0,8.0,9.0,9.0,6.0,5.0,8.0,2617.0
7.0,5.0,8.0,3.0,2.0,2.0,7.0,8.0,3.0,2618.0
4.0,2.0,4.0,1.0,1.0,0.0,3.0,4.0,1.0,2621.0
3.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,2620.0
10.0,8.0,9.0,,9.0,10.0,10.0,9.0,10.0,2619.0
2.0,8.0,2.0,9.0,7.0,8.0,8.0,3.0,9.0,2605.0
5.0,4.0,4.0,5.0,5.0,3.0,6.0,5.0,6.0,2603.0
2.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,4.0,2601.0
3.0,6.0,3.0,7.0,6.0,7.0,7.0,3.0,9.0,2606.0
,,6.0,,,,,,,2617.0
1.0,2.0,3.0,2.0,4.0,2.0,2.0,,,2618.0
1.0,2.0,3.0,2.0,,1.0,2.0,,3.0,2621.0
1.0,2.0,2.0,2.0,,1.0,2.0,,2.0,2620.0
9.0,10.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,2619.0
1.0,7.0,,8.0,10.0,9.0,8.0,2.0,10.0,2605.0
6.0,5.0,,3.0,6.0,6.0,5.0,5.0,6.0,2603.0
4.0,4.0,,2.0,4.0,3.0,3.0,5.0,3.0,2601.0
3.0,6.0,,5.0,7.0,6.0,6.0,4.0,9.0,2606.0
3.0,7.0,,7.0,9.0,9.0,8.0,,9.0,2617.0
7.0,2.0,,2.0,4.0,2.0,6.0,7.0,2.0,2618.0
,1.0,,0.0,2.0,0.0,2.0,4.0,0.0,2621.0
2.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2620.0
10.0,9.0,,10.0,10.0,10.0,10.0,9.0,10.0,2619.0
1.0,9.0,2.0,9.0,8.0,9.0,7.0,3.0,9.0,2605.0
7.0,3.0,6.0,2.0,3.0,3.0,5.0,5.0,4.0,2603.0
2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2601.0
6.0,7.0,6.0,7.0,5.0,6.0,6.0,5.0,6.0,2606.0
8.0,9.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,2617.0
7.0,3.0,7.0,2.0,2.0,3.0,5.0,7.0,3.0,2618.0
4.0,2.0,3.0,1.0,2.0,1.0,4.0,4.0,2.0,2621.0
0.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2620.0
9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2619.0
2.0,,2.0,,10.0,2.0,8.0,2.0,9.0,2605.0
6.0,,7.0,,,8.0,7.0,8.0,3.0,2603.0
2.0,,2.0,,,,2.0,3.0,7.0,2601.0
2.0,,1.0,,,,1.0,2.0,8.0,2606.0
,,,,,,6.0,6.0,,2617.0
,,,,,,,,,2618.0
,,,,,,,,,2621.0
,,,,,,,,,2620.0
,,,,,,,,,2619.0
0.0,9.0,0.0,9.0,10.0,10.0,9.0,2.0,9.0,2605.0
6.0,4.0,4.0,3.0,5.0,5.0,6.0,7.0,5.0,2603.0
2.0,4.0,3.0,5.0,5.0,3.0,4.0,6.0,4.0,2601.0
2.0,6.0,2.0,6.0,6.0,6.0,5.0,5.0,6.0,2606.0
5.0,6.0,4.0,7.0,7.0,6.0,,5.0,5.0,2617.0
9.0,5.0,6.0,3.0,5.0,3.0,6.0,8.0,2.0,2618.0
2.0,3.0,4.0,1.0,4.0,0.0,3.0,5.0,0.0,2621.0
0.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,2620.0
9.0,9.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,2619.0
3.0,9.0,3.0,9.0,10.0,10.0,,3.0,10.0,2605.0
6.0,4.0,5.0,4.0,5.0,3.0,5.0,6.0,3.0,2603.0
4.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2601.0
6.0,6.0,5.0,6.0,7.0,7.0,6.0,8.0,7.0,2606.0
,,,9.0,10.0,10.0,10.0,,10.0,2617.0
6.0,3.0,5.0,3.0,4.0,2.0,4.0,6.0,3.0,2618.0
4.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,0.0,2621.0
4.0,3.0,3.0,1.0,3.0,0.0,2.0,2.0,1.0,2620.0
,,,9.0,10.0,10.0,10.0,,10.0,2619.0
2.0,9.0,2.0,9.0,9.0,9.0,6.0,2.0,9.0,2605.0
5.0,7.0,8.0,7.0,5.0,7.0,7.0,8.0,8.0,2603.0
3.0,6.0,3.0,6.0,6.0,8.0,4.0,3.0,8.0,2601.0
5.0,7.0,4.0,5.0,8.0,9.0,5.0,4.0,9.0,2606.0
5.0,7.0,4.0,8.0,9.0,7.0,7.0,7.0,9.0,2617.0
7.0,7.0,9.0,4.0,4.0,3.0,8.0,9.0,4.0,2618.0
4.0,3.0,4.0,2.0,2.0,0.0,1.0,5.0,1.0,2621.0
0.0,3.0,4.0,2.0,2.0,2.0,0.0,0.0,3.0,2620.0
9.0,7.0,6.0,10.0,10.0,9.0,9.0,10.0,10.0,2619.0
0.0,10.0,3.0,9.0,10.0,10.0,9.0,4.0,10.0,2605.0
4.0,8.0,9.0,5.0,8.0,4.0,5.0,7.0,5.0,2603.0
2.0,5.0,2.0,1.0,6.0,1.0,3.0,3.0,3.0,2601.0
5.0,7.0,8.0,9.0,5.0,10.0,5.0,5.0,10.0,2606.0
4.0,9.0,8.0,9.0,7.0,10.0,8.0,5.0,9.0,2617.0
10.0,10.0,10.0,1.0,3.0,0.0,6.0,10.0,0.0,2618.0
3.0,1.0,2.0,0.0,2.0,0.0,2.0,7.0,0.0,2621.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2620.0
6.0,5.0,3.0,10.0,10.0,10.0,10.0,5.0,10.0,2619.0
1.0,10.0,1.0,10.0,10.0,10.0,9.0,1.0,10.0,2605.0
7.0,4.0,7.0,1.0,5.0,4.0,5.0,8.0,5.0,2603.0
5.0,4.0,7.0,1.0,5.0,1.0,4.0,8.0,1.0,2601.0
4.0,4.0,3.0,4.0,7.0,6.0,6.0,5.0,7.0,2606.0
5.0,6.0,3.0,9.0,8.0,6.0,5.0,5.0,5.0,2617.0
9.0,5.0,9.0,1.0,4.0,4.0,7.0,10.0,1.0,2618.0
1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2621.0
1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2620.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2619.0
1.0,9.0,1.0,10.0,10.0,10.0,3.0,2.0,10.0,2605.0
4.0,5.0,4.0,7.0,4.0,3.0,5.0,5.0,4.0,2603.0
3.0,4.0,3.0,6.0,3.0,2.0,4.0,3.0,3.0,2601.0
3.0,7.0,2.0,6.0,6.0,6.0,6.0,3.0,6.0,2606.0
4.0,6.0,2.0,8.0,7.0,6.0,7.0,,6.0,2617.0
5.0,4.0,4.0,5.0,2.0,2.0,5.0,6.0,2.0,2618.0
2.0,2.0,3.0,4.0,1.0,0.0,2.0,2.0,1.0,2621.0
1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2620.0
3.0,9.0,5.0,10.0,10.0,10.0,9.0,9.0,10.0,2619.0
3.0,9.0,3.0,10.0,9.0,8.0,8.0,4.0,9.0,2605.0
5.0,5.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,2603.0
3.0,5.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,2601.0
3.0,5.0,3.0,6.0,5.0,5.0,6.0,4.0,7.0,2606.0
3.0,6.0,3.0,6.0,5.0,5.0,6.0,6.0,7.0,2617.0
6.0,5.0,6.0,3.0,3.0,1.0,5.0,6.0,4.0,2618.0
3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2621.0
3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2620.0
7.0,9.0,4.0,10.0,10.0,10.0,10.0,7.0,10.0,2619.0
2.0,8.0,2.0,9.0,8.0,7.0,6.0,4.0,9.0,2605.0
5.0,5.0,6.0,3.0,3.0,4.0,5.0,6.0,4.0,2603.0
2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2601.0
2.0,5.0,2.0,6.0,6.0,8.0,5.0,5.0,9.0,2606.0
8.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,2617.0
6.0,5.0,7.0,2.0,2.0,2.0,4.0,7.0,2.0,2618.0
4.0,1.0,5.0,1.0,1.0,0.0,2.0,3.0,0.0,2621.0
0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2620.0
10.0,10.0,10.0,0.0,10.0,10.0,9.0,10.0,10.0,2619.0
1.0,9.0,1.0,10.0,9.0,9.0,8.0,2.0,9.0,2605.0
8.0,3.0,6.0,4.0,5.0,6.0,5.0,8.0,4.0,2603.0
4.0,2.0,4.0,2.0,3.0,0.0,3.0,4.0,1.0,2601.0
5.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,,2606.0
9.0,7.0,8.0,9.0,8.0,8.0,7.0,9.0,8.0,2617.0
9.0,4.0,8.0,4.0,4.0,5.0,4.0,9.0,2.0,2618.0
5.0,3.0,4.0,1.0,3.0,0.0,2.0,4.0,0.0,2621.0
1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2620.0
10.0,8.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,2619.0
3.0,7.0,3.0,10.0,10.0,10.0,8.0,4.0,8.0,2605.0
5.0,6.0,5.0,0.0,7.0,5.0,5.0,5.0,4.0,2603.0
4.0,5.0,4.0,0.0,,4.0,4.0,4.0,3.0,2601.0
3.0,4.0,3.0,,,6.0,5.0,5.0,6.0,2606.0
,,,10.0,10.0,10.0,9.0,8.0,10.0,2617.0
7.0,6.0,7.0,0.0,,5.0,6.0,6.0,4.0,2618.0
2.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,2621.0
3.0,3.0,2.0,0.0,,2.0,2.0,2.0,2.0,2620.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2619.0
0.0,10.0,0.0,10.0,10.0,10.0,7.0,2.0,10.0,2605.0
6.0,6.0,7.0,1.0,5.0,1.0,5.0,7.0,4.0,2603.0
6.0,6.0,3.0,1.0,5.0,2.0,4.0,2.0,3.0,2601.0
4.0,10.0,3.0,4.0,5.0,4.0,6.0,5.0,7.0,2606.0
4.0,8.0,4.0,8.0,7.0,7.0,8.0,7.0,7.0,2617.0
7.0,8.0,7.0,0.0,3.0,0.0,5.0,8.0,1.0,2618.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2621.0
2.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2620.0
9.0,10.0,10.0,8.0,10.0,10.0,10.0,,10.0,2619.0
1.0,9.0,1.0,9.0,7.0,9.0,8.0,2.0,9.0,2605.0
7.0,3.0,7.0,3.0,3.0,4.0,5.0,7.0,6.0,2603.0
3.0,4.0,4.0,2.0,3.0,2.0,3.0,5.0,4.0,2601.0
3.0,6.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,2606.0
3.0,6.0,7.0,4.0,5.0,5.0,7.0,9.0,9.0,2617.0
7.0,3.0,7.0,3.0,2.0,4.0,5.0,9.0,5.0,2618.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2621.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2620.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2619.0
2.0,,0.0,7.0,,,8.0,4.0,9.0,2605.0
7.0,,7.0,2.0,,,5.0,8.0,3.0,2603.0
5.0,,4.0,4.0,,,4.0,5.0,3.0,2601.0
5.0,,3.0,4.0,,,4.0,4.0,6.0,2606.0
,,,,,,,,,2617.0
,,,,,,,,,2618.0
,,,,,,,,,2621.0
,,,,,,,,,2620.0
,,,,,,,,,2619.0
4.0,2.0,3.0,8.0,8.0,6.0,4.0,4.0,10.0,2701.0
9.0,2.0,6.0,8.0,5.0,6.0,8.0,7.0,7.0,2705.0
6.0,6.0,6.0,5.0,2.0,2.0,5.0,5.0,3.0,2713.0
6.0,1.0,6.0,5.0,8.0,5.0,6.0,5.0,7.0,2706.0
6.0,2.0,6.0,8.0,7.0,6.0,6.0,5.0,7.0,2712.0
9.0,1.0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,2711.0
4.0,2.0,3.0,8.0,5.0,5.0,4.0,4.0,7.0,2714.0
0.0,5.0,2.0,7.0,3.0,9.0,4.0,4.0,10.0,2701.0
9.0,6.0,8.0,4.0,7.0,3.0,8.0,8.0,4.0,2705.0
10.0,7.0,10.0,3.0,9.0,1.0,9.0,9.0,1.0,2713.0
4.0,6.0,7.0,6.0,3.0,7.0,6.0,7.0,9.0,2706.0
8.0,7.0,8.0,5.0,6.0,5.0,8.0,8.0,5.0,2712.0
7.0,6.0,7.0,6.0,8.0,8.0,7.0,9.0,8.0,2711.0
3.0,5.0,4.0,5.0,4.0,9.0,5.0,5.0,9.0,2714.0
2.0,9.0,3.0,5.0,5.0,8.0,4.0,3.0,10.0,2701.0
9.0,9.0,5.0,4.0,5.0,5.0,6.0,7.0,10.0,2705.0
5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2713.0
5.0,9.0,5.0,,5.0,7.0,6.0,5.0,10.0,2706.0
10.0,9.0,5.0,5.0,5.0,7.0,6.0,6.0,10.0,2712.0
9.0,9.0,5.0,6.0,5.0,7.0,6.0,6.0,10.0,2711.0
3.0,9.0,3.0,4.0,5.0,,4.0,6.0,10.0,2714.0
5.0,6.0,4.0,6.0,5.0,5.0,4.0,4.0,7.0,2701.0
9.0,6.0,8.0,7.0,2.0,5.0,8.0,8.0,7.0,2705.0
8.0,3.0,7.0,5.0,2.0,1.0,6.0,7.0,1.0,2713.0
5.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,2706.0
6.0,6.0,6.0,6.0,,5.0,6.0,6.0,7.0,2712.0
8.0,6.0,7.0,7.0,2.0,5.0,8.0,8.0,7.0,2711.0
5.0,6.0,4.0,,3.0,5.0,4.0,4.0,5.0,2714.0
2.0,6.0,2.0,6.0,5.0,7.0,3.0,2.0,8.0,2701.0
6.0,5.0,6.0,2.0,3.0,6.0,8.0,8.0,4.0,2705.0
7.0,4.0,6.0,1.0,3.0,3.0,6.0,6.0,3.0,2713.0
5.0,4.0,5.0,2.0,4.0,6.0,5.0,5.0,6.0,2706.0
6.0,6.0,7.0,3.0,5.0,5.0,7.0,6.0,4.0,2712.0
6.0,4.0,6.0,5.0,4.0,4.0,6.0,7.0,5.0,2711.0
4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2714.0
4.0,8.0,2.0,6.0,6.0,8.0,4.0,3.0,8.0,2701.0
7.0,8.0,6.0,6.0,5.0,8.0,6.0,6.0,6.0,2705.0
7.0,5.0,6.0,7.0,4.0,3.0,7.0,7.0,4.0,2713.0
5.0,7.0,4.0,5.0,4.0,6.0,6.0,5.0,4.0,2706.0
6.0,8.0,6.0,6.0,6.0,8.0,5.0,4.0,7.0,2712.0
7.0,8.0,6.0,6.0,6.0,8.0,5.0,5.0,8.0,2711.0
5.0,8.0,5.0,5.0,6.0,4.0,4.0,4.0,5.0,2714.0
1.0,7.0,1.0,2.0,3.0,5.0,3.0,2.0,6.0,2701.0
10.0,6.0,10.0,9.0,4.0,1.0,9.0,9.0,4.0,2705.0
10.0,5.0,10.0,10.0,4.0,0.0,10.0,10.0,1.0,2713.0
6.0,5.0,7.0,8.0,3.0,4.0,7.0,8.0,6.0,2706.0
6.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,2712.0
7.0,6.0,7.0,8.0,5.0,5.0,7.0,8.0,6.0,2711.0
6.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,4.0,2714.0
1.0,7.0,4.0,2.0,8.0,9.0,4.0,3.0,10.0,2701.0
8.0,7.0,7.0,6.0,5.0,5.0,8.0,8.0,5.0,2705.0
7.0,4.0,6.0,8.0,2.0,2.0,8.0,7.0,2.0,2713.0
5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,2706.0
7.0,7.0,8.0,7.0,5.0,4.0,9.0,7.0,5.0,2712.0
6.0,7.0,6.0,8.0,5.0,4.0,7.0,6.0,5.0,2711.0
6.0,7.0,6.0,6.0,3.0,5.0,6.0,7.0,7.0,2714.0
4.0,5.0,2.0,5.0,5.0,8.0,3.0,3.0,8.0,2701.0
6.0,6.0,6.0,3.0,3.0,5.0,6.0,5.0,4.0,2705.0
4.0,7.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,2713.0
7.0,3.0,7.0,8.0,6.0,7.0,7.0,7.0,3.0,2706.0
6.0,5.0,7.0,5.0,4.0,5.0,7.0,8.0,6.0,2712.0
6.0,5.0,7.0,5.0,4.0,5.0,6.0,8.0,5.0,2711.0
,,2.0,5.0,,,3.0,3.0,7.0,2714.0
0.0,4.0,2.0,6.0,7.0,9.0,2.0,2.0,8.0,2701.0
5.0,5.0,6.0,3.0,4.0,4.0,5.0,6.0,3.0,2705.0
7.0,6.0,8.0,3.0,2.0,0.0,6.0,7.0,0.0,2713.0
7.0,5.0,7.0,2.0,3.0,0.0,6.0,6.0,2.0,2706.0
3.0,4.0,4.0,6.0,6.0,8.0,4.0,4.0,7.0,2712.0
5.0,5.0,6.0,7.0,7.0,8.0,5.0,6.0,6.0,2711.0
0.0,4.0,2.0,6.0,7.0,9.0,2.0,2.0,8.0,2714.0
3.0,4.0,2.0,8.0,6.0,7.0,3.0,3.0,6.0,2701.0
7.0,3.0,7.0,5.0,5.0,6.0,7.0,8.0,5.0,2705.0
6.0,1.0,5.0,2.0,3.0,2.0,5.0,5.0,1.0,2713.0
5.0,5.0,6.0,8.0,9.0,9.0,6.0,6.0,6.0,2706.0
5.0,4.0,4.0,7.0,,6.0,5.0,5.0,5.0,2712.0
9.0,5.0,8.0,9.0,9.0,9.0,8.0,8.0,7.0,2711.0
4.0,4.0,3.0,6.0,6.0,6.0,4.0,4.0,,2714.0
3.0,7.0,4.0,7.0,7.0,8.0,4.0,3.0,8.0,2701.0
